Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
Lipophilicity,GAT,32,32,0.001,0.0001,0.5,4,0.86,1.08
Lipophilicity,GAT,32,32,0.001,1e-05,0.2,2,0.83,1.06
Lipophilicity,GAT,32,32,0.001,1e-05,0.2,3,0.81,1.0
Lipophilicity,GAT,32,32,0.001,1e-05,0.2,4,0.84,1.04
Lipophilicity,GAT,32,32,0.001,1e-05,0.5,2,0.84,1.04
Lipophilicity,GAT,32,32,0.001,1e-05,0.5,3,0.81,1.0
Lipophilicity,GAT,32,32,0.001,1e-05,0.5,4,0.82,1.02
Lipophilicity,GAT,64,16,0.001,0.0001,0.2,2,0.77,0.98
Lipophilicity,GAT,64,16,0.001,0.0001,0.2,3,0.78,0.96
Lipophilicity,GAT,64,16,0.001,0.0001,0.2,4,0.81,1.01
Lipophilicity,GAT,64,16,0.001,0.0001,0.5,2,0.82,1.01
Lipophilicity,GAT,64,16,0.001,0.0001,0.5,3,0.77,0.97
Lipophilicity,GAT,64,16,0.001,0.0001,0.5,4,0.79,0.99
Lipophilicity,GAT,64,16,0.001,1e-05,0.2,2,0.79,1.01
Lipophilicity,GAT,64,16,0.001,1e-05,0.2,3,0.8,0.99
Lipophilicity,GAT,64,16,0.001,1e-05,0.2,4,0.8,0.99
Lipophilicity,GAT,64,16,0.001,1e-05,0.5,2,0.8,1.0
Lipophilicity,GAT,64,16,0.001,1e-05,0.5,3,0.79,1.03
Lipophilicity,GAT,64,16,0.001,1e-05,0.5,4,0.8,1.01
Lipophilicity,GAT,64,32,0.001,0.0001,0.2,2,0.81,1.02
Lipophilicity,GAT,64,32,0.001,0.0001,0.2,3,0.83,1.01
Lipophilicity,GAT,64,32,0.001,0.0001,0.2,4,0.85,1.03
Lipophilicity,GAT,64,32,0.001,0.0001,0.5,2,0.79,0.98
Lipophilicity,GAT,64,32,0.001,0.0001,0.5,3,0.79,0.98
Lipophilicity,GAT,64,32,0.001,0.0001,0.5,4,0.81,0.99
Lipophilicity,GAT,64,32,0.001,1e-05,0.2,2,0.83,1.03
Lipophilicity,GAT,64,32,0.001,1e-05,0.2,3,0.89,1.07
Lipophilicity,GAT,64,32,0.001,1e-05,0.2,4,0.83,1.03
Lipophilicity,GAT,64,32,0.001,1e-05,0.5,2,0.81,1.04
Lipophilicity,GAT,64,32,0.001,1e-05,0.5,3,0.82,0.99
Lipophilicity,GAT,64,32,0.001,1e-05,0.5,4,0.82,1.03
Lipophilicity,GAT,32,16,0.0005,0.0001,0.2,2,0.81,1.01
Lipophilicity,GAT,32,16,0.0005,0.0001,0.2,3,0.76,0.97
Lipophilicity,GAT,32,16,0.0005,0.0001,0.2,4,0.84,1.05
Lipophilicity,GAT,32,16,0.0005,0.0001,0.5,2,0.82,1.0
Lipophilicity,GAT,32,16,0.0005,0.0001,0.5,3,0.82,1.01
Lipophilicity,GAT,32,16,0.0005,0.0001,0.5,4,0.82,1.01
Lipophilicity,GAT,32,16,0.0005,1e-05,0.2,2,0.83,1.03
Lipophilicity,GAT,32,16,0.0005,1e-05,0.2,3,0.83,1.03
Lipophilicity,GAT,32,16,0.0005,1e-05,0.2,4,0.77,0.99
Lipophilicity,GAT,32,16,0.0005,1e-05,0.5,2,0.86,1.09
Lipophilicity,GAT,32,16,0.0005,1e-05,0.5,3,0.83,1.01
Lipophilicity,GAT,32,16,0.0005,1e-05,0.5,4,0.83,1.0
Lipophilicity,GAT,32,32,0.0005,0.0001,0.2,2,0.82,1.01
Lipophilicity,GAT,32,32,0.0005,0.0001,0.2,3,0.82,1.02
Lipophilicity,GAT,32,32,0.0005,0.0001,0.2,4,0.83,1.01
Lipophilicity,GAT,32,32,0.0005,0.0001,0.5,2,0.84,1.04
Lipophilicity,GAT,32,32,0.0005,0.0001,0.5,3,0.83,1.04
Lipophilicity,GAT,32,32,0.0005,0.0001,0.5,4,0.83,1.01
Lipophilicity,GAT,32,32,0.0005,1e-05,0.2,2,0.84,1.03
Lipophilicity,GAT,32,32,0.0005,1e-05,0.2,3,0.82,1.0
Lipophilicity,GAT,32,32,0.0005,1e-05,0.2,4,0.86,1.05
Lipophilicity,GAT,32,32,0.0005,1e-05,0.5,2,0.82,1.02
Lipophilicity,GAT,32,32,0.0005,1e-05,0.5,3,0.81,0.99
Lipophilicity,GAT,32,32,0.0005,1e-05,0.5,4,0.78,0.97
Lipophilicity,GAT,64,16,0.0005,0.0001,0.2,2,0.77,0.95
Lipophilicity,GAT,64,16,0.0005,0.0001,0.2,3,0.78,0.98
Lipophilicity,GAT,64,16,0.0005,0.0001,0.2,4,0.75,0.94
Lipophilicity,GAT,64,16,0.0005,0.0001,0.5,2,0.79,0.99
Lipophilicity,GAT,64,16,0.0005,0.0001,0.5,3,0.81,1.0
Lipophilicity,GAT,64,16,0.0005,0.0001,0.5,4,0.79,0.98
Lipophilicity,GAT,64,16,0.0005,1e-05,0.2,2,0.82,1.02
Lipophilicity,GAT,64,16,0.0005,1e-05,0.2,3,0.77,0.98
Lipophilicity,GAT,64,16,0.0005,1e-05,0.2,4,0.79,1.0
Lipophilicity,GAT,64,16,0.0005,1e-05,0.5,2,0.79,0.99
Lipophilicity,GAT,64,16,0.0005,1e-05,0.5,3,0.75,0.95
Lipophilicity,GAT,64,16,0.0005,1e-05,0.5,4,0.76,0.96
Lipophilicity,GAT,64,32,0.0005,0.0001,0.2,2,0.82,1.02
Lipophilicity,GAT,64,32,0.0005,0.0001,0.2,3,0.81,1.01
Lipophilicity,GAT,64,32,0.0005,0.0001,0.2,4,0.8,0.99
Lipophilicity,GAT,64,32,0.0005,0.0001,0.5,2,0.82,1.03
Lipophilicity,GAT,64,32,0.0005,0.0001,0.5,3,0.8,1.0
Lipophilicity,GAT,64,32,0.0005,0.0001,0.5,4,0.79,0.98
Lipophilicity,GAT,64,32,0.0005,1e-05,0.2,2,0.8,0.99
Lipophilicity,GAT,64,32,0.0005,1e-05,0.2,3,0.77,0.96
Lipophilicity,GAT,64,32,0.0005,1e-05,0.2,4,0.8,1.02
Lipophilicity,GAT,64,32,0.0005,1e-05,0.5,2,0.81,1.0
Lipophilicity,GAT,64,32,0.0005,1e-05,0.5,3,0.79,0.99
Lipophilicity,GAT,64,32,0.0005,1e-05,0.5,4,0.83,1.03
Lipophilicity,GIN,32,16,0.001,0.0001,0.2,2,0.75,0.93
Lipophilicity,GIN,32,16,0.001,0.0001,0.2,3,0.74,0.93
Lipophilicity,GIN,32,16,0.001,0.0001,0.2,4,0.73,0.92
Lipophilicity,GIN,32,16,0.001,0.0001,0.5,2,0.79,0.98
Lipophilicity,GIN,32,16,0.001,0.0001,0.5,3,0.77,0.96
Lipophilicity,GIN,32,16,0.001,0.0001,0.5,4,0.75,0.92
Lipophilicity,GIN,32,16,0.001,1e-05,0.2,2,0.78,0.96
Lipophilicity,GIN,32,16,0.001,1e-05,0.2,3,0.79,0.98
Lipophilicity,GIN,32,16,0.001,1e-05,0.2,4,0.77,0.93
Lipophilicity,GIN,32,16,0.001,1e-05,0.5,2,0.75,0.93
Lipophilicity,GIN,32,16,0.001,1e-05,0.5,3,0.79,0.98
Lipophilicity,GIN,32,16,0.001,1e-05,0.5,4,0.78,0.95
Lipophilicity,GIN,32,32,0.001,0.0001,0.2,2,0.8,0.98
Lipophilicity,GIN,32,32,0.001,0.0001,0.2,3,0.73,0.89
Lipophilicity,GIN,32,32,0.001,0.0001,0.2,4,0.81,0.98
Lipophilicity,GIN,32,32,0.001,0.0001,0.5,2,0.76,0.95
Lipophilicity,GIN,32,32,0.001,0.0001,0.5,3,0.75,0.92
Lipophilicity,GIN,32,32,0.001,0.0001,0.5,4,0.77,0.95
Lipophilicity,GIN,32,32,0.001,1e-05,0.2,2,0.83,1.03
Lipophilicity,GIN,32,32,0.001,1e-05,0.2,3,0.77,0.94
Lipophilicity,GIN,32,32,0.001,1e-05,0.2,4,0.79,0.98
Lipophilicity,GIN,32,32,0.001,1e-05,0.5,2,0.77,0.96
Lipophilicity,GIN,32,32,0.001,1e-05,0.5,3,0.77,0.97
Lipophilicity,GIN,32,32,0.001,1e-05,0.5,4,1.02,1.2
Lipophilicity,GIN,64,16,0.001,0.0001,0.2,2,0.76,0.93
Lipophilicity,GIN,64,16,0.001,0.0001,0.2,3,0.76,0.94
Lipophilicity,GIN,64,16,0.001,0.0001,0.2,4,0.76,0.94
Lipophilicity,GIN,64,16,0.001,0.0001,0.5,2,0.8,0.98
Lipophilicity,GIN,64,16,0.001,0.0001,0.5,3,0.76,0.94
Lipophilicity,GIN,64,16,0.001,0.0001,0.5,4,0.76,0.95
Lipophilicity,GIN,64,16,0.001,1e-05,0.2,2,0.82,1.03
Lipophilicity,GIN,64,16,0.001,1e-05,0.2,3,0.79,1.0
Lipophilicity,GIN,64,16,0.001,1e-05,0.2,4,0.78,0.95
Lipophilicity,GIN,64,16,0.001,1e-05,0.5,2,0.77,0.96
Lipophilicity,GIN,64,16,0.001,1e-05,0.5,3,0.75,0.94
Lipophilicity,GIN,64,16,0.001,1e-05,0.5,4,0.76,0.93
Lipophilicity,GIN,64,32,0.001,0.0001,0.2,2,0.76,0.93
Lipophilicity,GIN,64,32,0.001,0.0001,0.2,3,0.77,0.95
Lipophilicity,GIN,64,32,0.001,0.0001,0.2,4,0.74,0.93
Lipophilicity,GIN,64,32,0.001,0.0001,0.5,2,0.74,0.92
Lipophilicity,GIN,64,32,0.001,0.0001,0.5,3,0.76,0.92
Lipophilicity,GIN,64,32,0.001,0.0001,0.5,4,0.8,0.99
Lipophilicity,GIN,64,32,0.001,1e-05,0.2,2,0.79,0.95
Lipophilicity,GIN,64,32,0.001,1e-05,0.2,3,0.77,0.96
Lipophilicity,GIN,64,32,0.001,1e-05,0.2,4,0.78,0.97
Lipophilicity,GIN,64,32,0.001,1e-05,0.5,2,0.8,0.96
Lipophilicity,GIN,64,32,0.001,1e-05,0.5,3,0.74,0.92
Lipophilicity,GIN,64,32,0.001,1e-05,0.5,4,0.77,0.96
Lipophilicity,GIN,32,16,0.0005,0.0001,0.2,2,0.76,0.93
Lipophilicity,GIN,32,16,0.0005,0.0001,0.2,3,0.74,0.93
Lipophilicity,GIN,32,16,0.0005,0.0001,0.2,4,0.75,0.93
Lipophilicity,GIN,32,16,0.0005,0.0001,0.5,2,0.76,0.94
Lipophilicity,GIN,32,16,0.0005,0.0001,0.5,3,0.75,0.94
Lipophilicity,GIN,32,16,0.0005,0.0001,0.5,4,0.8,0.98
Lipophilicity,GIN,32,16,0.0005,1e-05,0.2,2,0.75,0.92
Lipophilicity,GIN,32,16,0.0005,1e-05,0.2,3,0.74,0.93
Lipophilicity,GIN,32,16,0.0005,1e-05,0.2,4,0.75,0.92
Lipophilicity,GIN,32,16,0.0005,1e-05,0.5,2,0.78,0.97
Lipophilicity,GIN,32,16,0.0005,1e-05,0.5,3,0.79,0.96
Lipophilicity,GIN,32,16,0.0005,1e-05,0.5,4,0.76,0.93
Lipophilicity,GIN,32,32,0.0005,0.0001,0.2,2,0.78,0.97
Lipophilicity,GIN,32,32,0.0005,0.0001,0.2,3,0.74,0.92
Lipophilicity,GIN,32,32,0.0005,0.0001,0.2,4,0.72,0.88
Lipophilicity,GIN,32,32,0.0005,0.0001,0.5,2,0.75,0.91
Lipophilicity,GIN,32,32,0.0005,0.0001,0.5,3,0.74,0.9
Lipophilicity,GIN,32,32,0.0005,0.0001,0.5,4,0.75,0.91
Lipophilicity,GIN,32,32,0.0005,1e-05,0.2,2,0.79,0.95
Lipophilicity,GIN,32,32,0.0005,1e-05,0.2,3,0.77,0.95
Lipophilicity,GIN,32,32,0.0005,1e-05,0.2,4,0.75,0.92
Lipophilicity,GIN,32,32,0.0005,1e-05,0.5,2,0.76,0.92
Lipophilicity,GIN,32,32,0.0005,1e-05,0.5,3,0.76,0.92
Lipophilicity,GIN,32,32,0.0005,1e-05,0.5,4,0.74,0.9
Lipophilicity,GIN,64,16,0.0005,0.0001,0.2,2,0.74,0.9
Lipophilicity,GIN,64,16,0.0005,0.0001,0.2,3,0.73,0.9
Lipophilicity,GIN,64,16,0.0005,0.0001,0.2,4,0.75,0.92
Lipophilicity,GIN,64,16,0.0005,0.0001,0.5,2,0.79,0.97
Lipophilicity,GIN,64,16,0.0005,0.0001,0.5,3,0.8,0.97
Lipophilicity,GIN,64,16,0.0005,0.0001,0.5,4,0.76,0.95
Lipophilicity,GIN,64,16,0.0005,1e-05,0.2,2,0.76,0.94
Lipophilicity,GIN,64,16,0.0005,1e-05,0.2,3,0.77,0.95
Lipophilicity,GIN,64,16,0.0005,1e-05,0.2,4,0.8,0.99
Lipophilicity,GIN,64,16,0.0005,1e-05,0.5,2,0.8,0.96
Lipophilicity,GIN,64,16,0.0005,1e-05,0.5,3,0.75,0.9
Lipophilicity,GIN,64,16,0.0005,1e-05,0.5,4,0.72,0.91
Lipophilicity,GIN,64,32,0.0005,0.0001,0.2,2,0.73,0.91
Lipophilicity,GIN,64,32,0.0005,0.0001,0.2,3,0.73,0.89
Lipophilicity,GIN,64,32,0.0005,0.0001,0.2,4,0.72,0.88
Lipophilicity,GIN,64,32,0.0005,0.0001,0.5,2,0.74,0.92
Lipophilicity,GIN,64,32,0.0005,0.0001,0.5,3,0.76,0.95
Lipophilicity,GIN,64,32,0.0005,0.0001,0.5,4,0.76,0.93
Lipophilicity,GIN,64,32,0.0005,1e-05,0.2,2,0.85,1.01
Lipophilicity,GIN,64,32,0.0005,1e-05,0.2,3,0.74,0.93
Lipophilicity,GIN,64,32,0.0005,1e-05,0.2,4,0.72,0.91
Lipophilicity,GIN,64,32,0.0005,1e-05,0.5,2,0.76,0.92
Lipophilicity,GIN,64,32,0.0005,1e-05,0.5,3,0.72,0.9
Lipophilicity,GIN,64,32,0.0005,1e-05,0.5,4,0.77,0.93
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.2,2,0.82,1.01
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.2,3,0.81,1.03
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.2,4,0.85,1.04
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.5,2,0.83,1.05
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.5,3,0.81,1.01
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.5,4,0.8,1.02
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.2,2,0.78,1.0
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.2,3,0.8,0.99
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.2,4,0.81,1.04
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.5,2,0.82,1.05
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.5,3,0.84,1.04
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.5,4,0.77,0.97
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.2,2,0.87,1.09
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.2,3,0.85,1.05
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.2,4,0.83,1.04
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.5,2,0.83,1.04
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.5,3,0.85,1.02
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.5,4,0.84,1.05
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.2,2,0.84,1.04
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.2,3,0.82,1.02
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.2,4,0.85,1.05
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.5,2,0.8,0.99
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.5,3,0.84,1.05
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.5,4,0.84,1.0
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.2,2,0.8,1.01
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.2,3,0.8,0.99
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.2,4,0.81,1.04
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.5,2,0.83,1.03
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.5,3,0.76,0.96
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.5,4,0.79,1.0
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.2,2,0.78,0.99
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.2,3,0.78,0.98
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.2,4,0.79,0.99
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.5,2,0.79,0.97
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.5,3,0.76,0.96
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.5,4,0.81,1.0
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.2,2,0.82,1.01
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.2,3,0.79,1.0
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.2,4,0.8,1.0
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.5,2,0.84,1.05
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.5,3,0.81,0.99
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.5,4,0.78,0.97
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.2,2,0.8,1.0
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.2,3,0.82,1.04
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.2,4,0.82,1.04
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.5,2,0.78,0.98
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.5,3,0.82,1.04
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.5,4,0.87,1.07
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.2,2,0.76,0.93
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.2,3,0.82,1.02
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.2,4,0.79,1.0
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.5,2,0.85,1.04
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.5,3,0.84,1.03
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.5,4,0.85,1.07
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.2,2,0.84,1.05
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.2,3,0.82,1.04
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.2,4,0.81,1.0
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.5,2,0.86,1.04
