Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
Lipophilicity,GAT,64,16,0.001,1e-05,0.2,2,1.03,1.23
Lipophilicity,GAT,64,16,0.001,1e-05,0.2,3,1.03,1.24
Lipophilicity,GAT,64,16,0.001,1e-05,0.2,4,0.63,0.8
Lipophilicity,GAT,64,16,0.001,1e-05,0.5,2,1.02,1.24
Lipophilicity,GAT,64,16,0.001,1e-05,0.5,3,1.04,1.24
Lipophilicity,GAT,64,16,0.001,1e-05,0.5,4,0.55,0.75
Lipophilicity,GAT,64,32,0.001,0.0001,0.2,2,0.92,1.17
Lipophilicity,GAT,64,32,0.001,0.0001,0.2,3,1.0,1.2
Lipophilicity,GAT,64,32,0.001,0.0001,0.2,4,0.76,1.0
Lipophilicity,GAT,64,32,0.001,0.0001,0.5,2,1.0,1.25
Lipophilicity,GAT,64,32,0.001,0.0001,0.5,3,0.74,0.95
Lipophilicity,GAT,64,32,0.001,0.0001,0.5,4,0.98,1.22
Lipophilicity,GAT,64,32,0.001,1e-05,0.2,2,0.95,1.19
Lipophilicity,GAT,64,32,0.001,1e-05,0.2,3,0.99,1.23
Lipophilicity,GAT,64,32,0.001,1e-05,0.2,4,1.04,1.25
Lipophilicity,GAT,64,32,0.001,1e-05,0.5,2,1.09,1.28
Lipophilicity,GAT,64,32,0.001,1e-05,0.5,3,0.98,1.21
Lipophilicity,GAT,64,32,0.001,1e-05,0.5,4,0.99,1.22
Lipophilicity,GAT,32,16,0.0005,0.0001,0.2,2,0.99,1.21
Lipophilicity,GAT,32,16,0.0005,0.0001,0.2,3,0.95,1.17
Lipophilicity,GAT,32,16,0.0005,0.0001,0.2,4,0.8,1.02
Lipophilicity,GAT,32,16,0.0005,0.0001,0.5,2,1.0,1.22
Lipophilicity,GAT,32,16,0.0005,0.0001,0.5,3,0.97,1.2
Lipophilicity,GAT,32,16,0.0005,0.0001,0.5,4,0.96,1.19
Lipophilicity,GAT,32,16,0.0005,1e-05,0.2,2,0.97,1.19
Lipophilicity,GAT,32,16,0.0005,1e-05,0.2,3,1.0,1.22
Lipophilicity,GAT,32,16,0.0005,1e-05,0.2,4,0.96,1.24
Lipophilicity,GAT,32,16,0.0005,1e-05,0.5,2,0.96,1.25
Lipophilicity,GAT,32,16,0.0005,1e-05,0.5,3,0.97,1.2
Lipophilicity,GAT,32,16,0.0005,1e-05,0.5,4,1.01,1.25
Lipophilicity,GAT,32,32,0.0005,0.0001,0.2,2,1.0,1.26
Lipophilicity,GAT,32,32,0.0005,0.0001,0.2,3,1.0,1.23
Lipophilicity,GAT,32,32,0.0005,0.0001,0.2,4,0.99,1.21
Lipophilicity,GAT,32,32,0.0005,0.0001,0.5,2,0.99,1.25
Lipophilicity,GAT,32,32,0.0005,0.0001,0.5,3,1.01,1.25
Lipophilicity,GAT,32,32,0.0005,0.0001,0.5,4,1.01,1.26
Lipophilicity,GAT,32,32,0.0005,1e-05,0.2,2,1.01,1.25
Lipophilicity,GAT,32,32,0.0005,1e-05,0.2,3,1.03,1.25
Lipophilicity,GAT,32,32,0.0005,1e-05,0.2,4,0.98,1.21
Lipophilicity,GAT,32,32,0.0005,1e-05,0.5,2,1.0,1.26
Lipophilicity,GAT,32,32,0.0005,1e-05,0.5,3,1.03,1.26
Lipophilicity,GAT,32,32,0.0005,1e-05,0.5,4,0.99,1.21
Lipophilicity,GAT,64,16,0.0005,0.0001,0.2,2,0.98,1.22
Lipophilicity,GAT,64,16,0.0005,0.0001,0.2,3,0.65,0.87
Lipophilicity,GAT,64,16,0.0005,0.0001,0.2,4,0.71,0.92
Lipophilicity,GAT,64,16,0.0005,0.0001,0.5,2,0.94,1.2
Lipophilicity,GAT,64,16,0.0005,0.0001,0.5,3,0.97,1.2
Lipophilicity,GAT,64,16,0.0005,0.0001,0.5,4,0.99,1.22
Lipophilicity,GAT,64,16,0.0005,1e-05,0.2,2,0.78,1.02
Lipophilicity,GAT,64,16,0.0005,1e-05,0.2,3,0.98,1.23
Lipophilicity,GAT,64,16,0.0005,1e-05,0.2,4,1.01,1.23
Lipophilicity,GAT,64,16,0.0005,1e-05,0.5,2,0.97,1.19
Lipophilicity,GAT,64,16,0.0005,1e-05,0.5,3,1.0,1.27
Lipophilicity,GAT,64,16,0.0005,1e-05,0.5,4,0.71,0.94
Lipophilicity,GAT,64,32,0.0005,0.0001,0.2,2,1.02,1.23
Lipophilicity,GAT,64,32,0.0005,0.0001,0.2,3,0.99,1.21
Lipophilicity,GAT,64,32,0.0005,0.0001,0.2,4,1.03,1.23
Lipophilicity,GAT,64,32,0.0005,0.0001,0.5,2,0.98,1.24
Lipophilicity,GAT,64,32,0.0005,0.0001,0.5,3,1.01,1.23
Lipophilicity,GAT,64,32,0.0005,0.0001,0.5,4,0.99,1.23
Lipophilicity,GAT,64,32,0.0005,1e-05,0.2,2,0.98,1.26
Lipophilicity,GAT,64,32,0.0005,1e-05,0.2,3,0.98,1.22
Lipophilicity,GAT,64,32,0.0005,1e-05,0.2,4,0.82,1.07
Lipophilicity,GAT,64,32,0.0005,1e-05,0.5,2,0.98,1.24
Lipophilicity,GAT,64,32,0.0005,1e-05,0.5,3,0.99,1.24
Lipophilicity,GAT,64,32,0.0005,1e-05,0.5,4,0.98,1.23
Lipophilicity,GIN,32,16,0.001,0.0001,0.2,2,1.04,1.23
Lipophilicity,GIN,32,16,0.001,0.0001,0.2,3,1.21,1.44
Lipophilicity,GIN,32,16,0.001,0.0001,0.2,4,1.05,1.26
Lipophilicity,GIN,32,16,0.001,0.0001,0.5,2,0.99,1.2
Lipophilicity,GIN,32,16,0.001,0.0001,0.5,3,1.01,1.26
Lipophilicity,GIN,32,16,0.001,0.0001,0.5,4,0.95,1.18
Lipophilicity,GIN,32,16,0.001,1e-05,0.2,2,1.0,1.23
Lipophilicity,GIN,32,16,0.001,1e-05,0.2,3,0.99,1.23
Lipophilicity,GIN,32,16,0.001,1e-05,0.2,4,0.95,1.17
Lipophilicity,GIN,32,16,0.001,1e-05,0.5,2,0.99,1.23
Lipophilicity,GIN,32,16,0.001,1e-05,0.5,3,0.98,1.2
Lipophilicity,GIN,32,16,0.001,1e-05,0.5,4,0.99,1.24
Lipophilicity,GIN,32,32,0.001,0.0001,0.2,2,1.06,1.25
Lipophilicity,GIN,32,32,0.001,0.0001,0.2,3,0.98,1.18
Lipophilicity,GIN,32,32,0.001,0.0001,0.2,4,0.99,1.23
Lipophilicity,GIN,32,32,0.001,0.0001,0.5,2,1.0,1.24
Lipophilicity,GIN,32,32,0.001,0.0001,0.5,3,1.02,1.24
Lipophilicity,GIN,32,32,0.001,0.0001,0.5,4,0.99,1.22
Lipophilicity,GIN,32,32,0.001,1e-05,0.2,2,0.99,1.22
Lipophilicity,GIN,32,32,0.001,1e-05,0.2,3,0.94,1.17
Lipophilicity,GIN,32,32,0.001,1e-05,0.2,4,1.02,1.25
Lipophilicity,GIN,32,32,0.001,1e-05,0.5,2,1.02,1.26
Lipophilicity,GIN,32,32,0.001,1e-05,0.5,3,1.0,1.2
Lipophilicity,GIN,32,32,0.001,1e-05,0.5,4,1.03,1.25
Lipophilicity,GIN,64,16,0.001,0.0001,0.2,2,1.03,1.29
Lipophilicity,GIN,64,16,0.001,0.0001,0.2,3,0.99,1.19
Lipophilicity,GIN,64,16,0.001,0.0001,0.2,4,1.0,1.2
Lipophilicity,GIN,64,16,0.001,0.0001,0.5,2,1.04,1.24
Lipophilicity,GIN,64,16,0.001,0.0001,0.5,3,1.01,1.24
Lipophilicity,GIN,64,16,0.001,0.0001,0.5,4,1.0,1.22
Lipophilicity,GIN,64,16,0.001,1e-05,0.2,2,0.98,1.19
Lipophilicity,GIN,64,16,0.001,1e-05,0.2,3,0.99,1.21
Lipophilicity,GIN,64,16,0.001,1e-05,0.2,4,1.0,1.26
Lipophilicity,GIN,64,16,0.001,1e-05,0.5,2,0.98,1.22
Lipophilicity,GIN,64,16,0.001,1e-05,0.5,3,1.03,1.3
Lipophilicity,GIN,64,16,0.001,1e-05,0.5,4,1.04,1.24
Lipophilicity,GIN,64,32,0.001,0.0001,0.2,2,1.04,1.3
Lipophilicity,GIN,64,32,0.001,0.0001,0.2,3,1.0,1.23
Lipophilicity,GIN,64,32,0.001,0.0001,0.2,4,1.05,1.25
Lipophilicity,GIN,64,32,0.001,0.0001,0.5,2,1.04,1.25
Lipophilicity,GIN,64,32,0.001,0.0001,0.5,3,1.16,1.35
Lipophilicity,GIN,64,32,0.001,0.0001,0.5,4,1.05,1.26
Lipophilicity,GIN,64,32,0.001,1e-05,0.2,2,1.16,1.35
Lipophilicity,GIN,64,32,0.001,1e-05,0.2,3,1.02,1.25
Lipophilicity,GIN,64,32,0.001,1e-05,0.2,4,1.05,1.31
Lipophilicity,GIN,64,32,0.001,1e-05,0.5,2,1.0,1.24
Lipophilicity,GIN,64,32,0.001,1e-05,0.5,3,1.02,1.25
Lipophilicity,GIN,64,32,0.001,1e-05,0.5,4,1.03,1.29
Lipophilicity,GIN,32,16,0.0005,0.0001,0.2,2,0.96,1.18
Lipophilicity,GIN,32,16,0.0005,0.0001,0.2,3,0.98,1.2
Lipophilicity,GIN,32,16,0.0005,0.0001,0.2,4,0.97,1.18
Lipophilicity,GIN,32,16,0.0005,0.0001,0.5,2,1.03,1.24
Lipophilicity,GIN,32,16,0.0005,0.0001,0.5,3,0.98,1.23
Lipophilicity,GIN,32,16,0.0005,0.0001,0.5,4,1.03,1.27
Lipophilicity,GIN,32,16,0.0005,1e-05,0.2,2,0.95,1.17
Lipophilicity,GIN,32,16,0.0005,1e-05,0.2,3,1.01,1.21
Lipophilicity,GIN,32,16,0.0005,1e-05,0.2,4,1.07,1.33
Lipophilicity,GIN,32,16,0.0005,1e-05,0.5,2,1.06,1.31
Lipophilicity,GIN,32,16,0.0005,1e-05,0.5,3,1.02,1.24
Lipophilicity,GIN,32,16,0.0005,1e-05,0.5,4,1.06,1.26
Lipophilicity,GIN,32,32,0.0005,0.0001,0.2,2,0.98,1.19
Lipophilicity,GIN,32,32,0.0005,0.0001,0.2,3,0.99,1.21
Lipophilicity,GIN,32,32,0.0005,0.0001,0.2,4,0.99,1.22
Lipophilicity,GIN,32,32,0.0005,0.0001,0.5,2,0.99,1.21
Lipophilicity,GIN,32,32,0.0005,0.0001,0.5,3,0.99,1.21
Lipophilicity,GIN,32,32,0.0005,0.0001,0.5,4,1.13,1.44
Lipophilicity,GIN,32,32,0.0005,1e-05,0.2,2,1.16,1.36
Lipophilicity,GIN,32,32,0.0005,1e-05,0.2,3,0.98,1.2
Lipophilicity,GIN,32,32,0.0005,1e-05,0.2,4,1.2,1.39
Lipophilicity,GIN,32,32,0.0005,1e-05,0.5,2,0.98,1.19
Lipophilicity,GIN,32,32,0.0005,1e-05,0.5,3,1.05,1.31
Lipophilicity,GIN,32,32,0.0005,1e-05,0.5,4,1.0,1.22
Lipophilicity,GIN,64,16,0.0005,0.0001,0.2,2,1.0,1.23
Lipophilicity,GIN,64,16,0.0005,0.0001,0.2,3,1.01,1.25
Lipophilicity,GIN,64,16,0.0005,0.0001,0.2,4,1.03,1.24
Lipophilicity,GIN,64,16,0.0005,0.0001,0.5,2,1.25,1.45
Lipophilicity,GIN,64,16,0.0005,0.0001,0.5,3,1.08,1.28
Lipophilicity,GIN,64,16,0.0005,0.0001,0.5,4,0.96,1.19
Lipophilicity,GIN,64,16,0.0005,1e-05,0.2,2,1.01,1.23
Lipophilicity,GIN,64,16,0.0005,1e-05,0.2,3,0.97,1.21
Lipophilicity,GIN,64,16,0.0005,1e-05,0.2,4,1.23,1.56
Lipophilicity,GIN,64,16,0.0005,1e-05,0.5,2,1.14,1.33
Lipophilicity,GIN,64,16,0.0005,1e-05,0.5,3,0.99,1.2
Lipophilicity,GIN,64,16,0.0005,1e-05,0.5,4,1.01,1.23
Lipophilicity,GIN,64,32,0.0005,0.0001,0.2,2,1.04,1.33
Lipophilicity,GIN,64,32,0.0005,0.0001,0.2,3,1.0,1.24
Lipophilicity,GIN,64,32,0.0005,0.0001,0.2,4,0.97,1.17
Lipophilicity,GIN,64,32,0.0005,0.0001,0.5,2,0.99,1.22
Lipophilicity,GIN,64,32,0.0005,0.0001,0.5,3,0.99,1.2
Lipophilicity,GIN,64,32,0.0005,0.0001,0.5,4,1.05,1.3
Lipophilicity,GIN,64,32,0.0005,1e-05,0.2,2,1.09,1.35
Lipophilicity,GIN,64,32,0.0005,1e-05,0.2,3,0.98,1.23
Lipophilicity,GIN,64,32,0.0005,1e-05,0.2,4,0.97,1.16
Lipophilicity,GIN,64,32,0.0005,1e-05,0.5,2,1.05,1.32
Lipophilicity,GIN,64,32,0.0005,1e-05,0.5,3,1.01,1.26
Lipophilicity,GIN,64,32,0.0005,1e-05,0.5,4,1.03,1.24
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.2,2,1.0,1.29
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.2,3,0.73,0.96
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.2,4,0.82,1.05
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.5,2,1.02,1.29
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.5,3,0.98,1.2
Lipophilicity,GraphSAGE,32,16,0.001,0.0001,0.5,4,0.97,1.23
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.2,2,0.97,1.2
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.2,3,0.9,1.16
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.2,4,0.76,0.97
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.5,2,0.74,0.96
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.5,3,0.73,0.93
Lipophilicity,GraphSAGE,32,16,0.001,1e-05,0.5,4,0.71,0.87
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.2,2,1.03,1.28
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.2,3,1.03,1.24
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.2,4,1.01,1.27
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.5,2,1.02,1.3
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.5,3,1.01,1.26
Lipophilicity,GraphSAGE,32,32,0.001,0.0001,0.5,4,1.03,1.27
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.2,2,1.01,1.24
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.2,3,1.02,1.24
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.2,4,0.99,1.24
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.5,2,1.0,1.29
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.5,3,1.02,1.27
Lipophilicity,GraphSAGE,32,32,0.001,1e-05,0.5,4,1.03,1.28
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.2,2,0.84,1.12
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.2,3,0.91,1.16
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.2,4,0.99,1.24
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.5,2,0.77,1.0
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.5,3,0.98,1.26
Lipophilicity,GraphSAGE,64,16,0.001,0.0001,0.5,4,0.9,1.16
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.2,2,0.99,1.27
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.2,3,0.87,1.08
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.2,4,0.69,0.9
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.5,2,0.85,1.12
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.5,3,0.98,1.24
Lipophilicity,GraphSAGE,64,16,0.001,1e-05,0.5,4,0.97,1.24
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.2,2,0.97,1.23
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.2,3,1.05,1.27
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.2,4,1.02,1.27
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.5,2,0.99,1.2
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.5,3,1.02,1.26
Lipophilicity,GraphSAGE,64,32,0.001,0.0001,0.5,4,1.01,1.26
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.2,2,0.98,1.25
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.2,3,1.02,1.27
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.2,4,1.03,1.27
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.5,2,1.0,1.23
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.5,3,1.02,1.26
Lipophilicity,GraphSAGE,64,32,0.001,1e-05,0.5,4,1.02,1.28
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.2,2,0.95,1.2
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.2,3,0.97,1.19
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.2,4,0.98,1.24
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.5,2,1.02,1.29
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.5,3,0.74,0.95
Lipophilicity,GraphSAGE,32,16,0.0005,0.0001,0.5,4,1.0,1.25
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.2,2,1.02,1.24
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.2,3,1.01,1.23
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.2,4,0.78,1.01
Lipophilicity,GraphSAGE,32,16,0.0005,1e-05,0.5,2,1.0,1.21
