Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
B3DB,GCN,32,16,0.0005,1e-05,0.2,2,0.56,0.68
B3DB,GCN,32,16,0.0005,1e-05,0.2,3,0.56,0.67
B3DB,GCN,32,16,0.0005,1e-05,0.2,4,0.53,0.67
B3DB,GCN,32,16,0.0005,1e-05,0.5,2,0.57,0.7
B3DB,GCN,32,16,0.0005,1e-05,0.5,3,0.59,0.77
B3DB,GCN,32,16,0.0005,1e-05,0.5,4,0.61,0.72
B3DB,GCN,32,32,0.0005,0.0001,0.2,2,0.61,0.75
B3DB,GCN,32,32,0.0005,0.0001,0.2,3,0.6,0.72
B3DB,GCN,32,32,0.0005,0.0001,0.2,4,0.6,0.73
B3DB,GCN,32,32,0.0005,0.0001,0.5,2,0.61,0.74
B3DB,GCN,32,32,0.0005,0.0001,0.5,3,0.61,0.75
B3DB,GCN,32,32,0.0005,0.0001,0.5,4,0.61,0.73
B3DB,GCN,32,32,0.0005,1e-05,0.2,2,0.6,0.72
B3DB,GCN,32,32,0.0005,1e-05,0.2,3,0.59,0.73
B3DB,GCN,32,32,0.0005,1e-05,0.2,4,0.59,0.74
B3DB,GCN,32,32,0.0005,1e-05,0.5,2,0.61,0.74
B3DB,GCN,32,32,0.0005,1e-05,0.5,3,0.62,0.74
B3DB,GCN,32,32,0.0005,1e-05,0.5,4,0.6,0.73
B3DB,GCN,64,16,0.0005,0.0001,0.2,2,0.62,0.8
B3DB,GCN,64,16,0.0005,0.0001,0.2,3,0.53,0.67
B3DB,GCN,64,16,0.0005,0.0001,0.2,4,0.6,0.72
B3DB,GCN,64,16,0.0005,0.0001,0.5,2,0.6,0.77
B3DB,GCN,64,16,0.0005,0.0001,0.5,3,0.58,0.68
B3DB,GCN,64,16,0.0005,0.0001,0.5,4,0.6,0.74
B3DB,GCN,64,16,0.0005,1e-05,0.2,2,0.56,0.69
B3DB,GCN,64,16,0.0005,1e-05,0.2,3,0.58,0.73
B3DB,GCN,64,16,0.0005,1e-05,0.2,4,0.6,0.75
B3DB,GCN,64,16,0.0005,1e-05,0.5,2,0.59,0.7
B3DB,GCN,64,16,0.0005,1e-05,0.5,3,0.54,0.66
B3DB,GCN,64,16,0.0005,1e-05,0.5,4,0.59,0.73
B3DB,GCN,64,32,0.0005,0.0001,0.2,2,0.59,0.72
B3DB,GCN,64,32,0.0005,0.0001,0.2,3,0.57,0.7
B3DB,GCN,64,32,0.0005,0.0001,0.2,4,0.6,0.71
B3DB,GCN,64,32,0.0005,0.0001,0.5,2,0.61,0.75
B3DB,GCN,64,32,0.0005,0.0001,0.5,3,0.6,0.76
B3DB,GCN,64,32,0.0005,0.0001,0.5,4,0.61,0.74
B3DB,GCN,64,32,0.0005,1e-05,0.2,2,0.6,0.73
B3DB,GCN,64,32,0.0005,1e-05,0.2,3,0.61,0.72
B3DB,GCN,64,32,0.0005,1e-05,0.2,4,0.58,0.72
B3DB,GCN,64,32,0.0005,1e-05,0.5,2,0.58,0.73
B3DB,GCN,64,32,0.0005,1e-05,0.5,3,0.55,0.69
B3DB,GCN,64,32,0.0005,1e-05,0.5,4,0.6,0.73
B3DB,GAT,32,16,0.001,0.0001,0.2,2,0.53,0.69
B3DB,GAT,32,16,0.001,0.0001,0.2,3,0.5,0.65
B3DB,GAT,32,16,0.001,0.0001,0.2,4,0.55,0.66
B3DB,GAT,32,16,0.001,0.0001,0.5,2,0.5,0.63
B3DB,GAT,32,16,0.001,0.0001,0.5,3,0.57,0.66
B3DB,GAT,32,16,0.001,0.0001,0.5,4,0.55,0.66
B3DB,GAT,32,16,0.001,1e-05,0.2,2,0.5,0.62
B3DB,GAT,32,16,0.001,1e-05,0.2,3,0.55,0.66
B3DB,GAT,32,16,0.001,1e-05,0.2,4,0.52,0.67
B3DB,GAT,32,16,0.001,1e-05,0.5,2,0.6,0.7
B3DB,GAT,32,16,0.001,1e-05,0.5,3,0.51,0.63
B3DB,GAT,32,16,0.001,1e-05,0.5,4,0.6,0.72
B3DB,GAT,32,32,0.001,0.0001,0.2,2,0.61,0.77
B3DB,GAT,32,32,0.001,0.0001,0.2,3,0.52,0.67
B3DB,GAT,32,32,0.001,0.0001,0.2,4,0.58,0.69
B3DB,GAT,32,32,0.001,0.0001,0.5,2,0.55,0.71
B3DB,GAT,32,32,0.001,0.0001,0.5,3,0.55,0.68
B3DB,GAT,32,32,0.001,0.0001,0.5,4,0.62,0.77
B3DB,GAT,32,32,0.001,1e-05,0.2,2,0.59,0.71
B3DB,GAT,32,32,0.001,1e-05,0.2,3,0.5,0.64
B3DB,GAT,32,32,0.001,1e-05,0.2,4,0.57,0.71
B3DB,GAT,32,32,0.001,1e-05,0.5,2,0.54,0.67
B3DB,GAT,32,32,0.001,1e-05,0.5,3,0.59,0.72
B3DB,GAT,32,32,0.001,1e-05,0.5,4,0.6,0.78
B3DB,GAT,64,16,0.001,0.0001,0.2,2,0.52,0.66
B3DB,GAT,64,16,0.001,0.0001,0.2,3,0.49,0.65
B3DB,GAT,64,16,0.001,0.0001,0.2,4,0.55,0.65
B3DB,GAT,64,16,0.001,0.0001,0.5,2,0.55,0.67
B3DB,GAT,64,16,0.001,0.0001,0.5,3,0.54,0.65
B3DB,GAT,64,16,0.001,0.0001,0.5,4,0.56,0.66
B3DB,GAT,64,16,0.001,1e-05,0.2,2,0.53,0.65
B3DB,GAT,64,16,0.001,1e-05,0.2,3,0.53,0.69
B3DB,GAT,64,16,0.001,1e-05,0.2,4,0.53,0.66
B3DB,GAT,64,16,0.001,1e-05,0.5,2,0.52,0.66
B3DB,GAT,64,16,0.001,1e-05,0.5,3,0.57,0.65
B3DB,GAT,64,16,0.001,1e-05,0.5,4,0.52,0.67
B3DB,GAT,64,32,0.001,0.0001,0.2,2,0.54,0.65
B3DB,GAT,64,32,0.001,0.0001,0.2,3,0.59,0.72
B3DB,GAT,64,32,0.001,0.0001,0.2,4,0.61,0.76
B3DB,GAT,64,32,0.001,0.0001,0.5,2,0.6,0.75
B3DB,GAT,64,32,0.001,0.0001,0.5,3,0.57,0.69
B3DB,GAT,64,32,0.001,0.0001,0.5,4,0.53,0.64
B3DB,GAT,64,32,0.001,1e-05,0.2,2,0.52,0.67
B3DB,GAT,64,32,0.001,1e-05,0.2,3,0.52,0.65
B3DB,GAT,64,32,0.001,1e-05,0.2,4,0.58,0.72
B3DB,GAT,64,32,0.001,1e-05,0.5,2,0.61,0.75
B3DB,GAT,64,32,0.001,1e-05,0.5,3,0.58,0.69
B3DB,GAT,64,32,0.001,1e-05,0.5,4,0.59,0.71
B3DB,GAT,32,16,0.0005,0.0001,0.2,2,0.54,0.67
B3DB,GAT,32,16,0.0005,0.0001,0.2,3,0.55,0.68
B3DB,GAT,32,16,0.0005,0.0001,0.2,4,0.56,0.68
B3DB,GAT,32,16,0.0005,0.0001,0.5,2,0.51,0.65
B3DB,GAT,32,16,0.0005,0.0001,0.5,3,0.59,0.76
B3DB,GAT,32,16,0.0005,0.0001,0.5,4,0.56,0.67
B3DB,GAT,32,16,0.0005,1e-05,0.2,2,0.59,0.71
B3DB,GAT,32,16,0.0005,1e-05,0.2,3,0.57,0.68
B3DB,GAT,32,16,0.0005,1e-05,0.2,4,0.53,0.64
B3DB,GAT,32,16,0.0005,1e-05,0.5,2,0.53,0.68
B3DB,GAT,32,16,0.0005,1e-05,0.5,3,0.51,0.65
B3DB,GAT,32,16,0.0005,1e-05,0.5,4,0.6,0.74
B3DB,GAT,32,32,0.0005,0.0001,0.2,2,0.58,0.7
B3DB,GAT,32,32,0.0005,0.0001,0.2,3,0.56,0.68
B3DB,GAT,32,32,0.0005,0.0001,0.2,4,0.57,0.69
B3DB,GAT,32,32,0.0005,0.0001,0.5,2,0.58,0.7
B3DB,GAT,32,32,0.0005,0.0001,0.5,3,0.59,0.71
B3DB,GAT,32,32,0.0005,0.0001,0.5,4,0.62,0.74
B3DB,GAT,32,32,0.0005,1e-05,0.2,2,0.6,0.72
B3DB,GAT,32,32,0.0005,1e-05,0.2,3,0.6,0.73
B3DB,GAT,32,32,0.0005,1e-05,0.2,4,0.59,0.69
B3DB,GAT,32,32,0.0005,1e-05,0.5,2,0.6,0.73
B3DB,GAT,32,32,0.0005,1e-05,0.5,3,0.6,0.73
B3DB,GAT,32,32,0.0005,1e-05,0.5,4,0.61,0.76
B3DB,GAT,64,16,0.0005,0.0001,0.2,2,0.55,0.68
B3DB,GAT,64,16,0.0005,0.0001,0.2,3,0.53,0.67
B3DB,GAT,64,16,0.0005,0.0001,0.2,4,0.54,0.7
B3DB,GAT,64,16,0.0005,0.0001,0.5,2,0.52,0.65
B3DB,GAT,64,16,0.0005,0.0001,0.5,3,0.54,0.63
B3DB,GAT,64,16,0.0005,0.0001,0.5,4,0.54,0.69
B3DB,GAT,64,16,0.0005,1e-05,0.2,2,0.51,0.68
B3DB,GAT,64,16,0.0005,1e-05,0.2,3,0.54,0.67
B3DB,GAT,64,16,0.0005,1e-05,0.2,4,0.55,0.66
B3DB,GAT,64,16,0.0005,1e-05,0.5,2,0.58,0.67
B3DB,GAT,64,16,0.0005,1e-05,0.5,3,0.53,0.69
B3DB,GAT,64,16,0.0005,1e-05,0.5,4,0.57,0.68
B3DB,GAT,64,32,0.0005,0.0001,0.2,2,0.6,0.74
B3DB,GAT,64,32,0.0005,0.0001,0.2,3,0.53,0.68
B3DB,GAT,64,32,0.0005,0.0001,0.2,4,0.54,0.65
B3DB,GAT,64,32,0.0005,0.0001,0.5,2,0.58,0.71
B3DB,GAT,64,32,0.0005,0.0001,0.5,3,0.6,0.71
B3DB,GAT,64,32,0.0005,0.0001,0.5,4,0.62,0.76
B3DB,GAT,64,32,0.0005,1e-05,0.2,2,0.57,0.72
B3DB,GAT,64,32,0.0005,1e-05,0.2,3,0.59,0.73
B3DB,GAT,64,32,0.0005,1e-05,0.2,4,0.57,0.7
B3DB,GAT,64,32,0.0005,1e-05,0.5,2,0.59,0.71
B3DB,GAT,64,32,0.0005,1e-05,0.5,3,0.59,0.71
B3DB,GAT,64,32,0.0005,1e-05,0.5,4,0.59,0.73
B3DB,GIN,32,16,0.001,0.0001,0.2,2,0.54,0.73
B3DB,GIN,32,16,0.001,0.0001,0.2,3,0.54,0.7
B3DB,GIN,32,16,0.001,0.0001,0.2,4,0.58,0.8
B3DB,GIN,32,16,0.001,0.0001,0.5,2,0.59,0.74
B3DB,GIN,32,16,0.001,0.0001,0.5,3,0.58,0.75
B3DB,GIN,32,16,0.001,0.0001,0.5,4,0.57,0.74
B3DB,GIN,32,16,0.001,1e-05,0.2,2,0.57,0.78
B3DB,GIN,32,16,0.001,1e-05,0.2,3,0.58,0.78
B3DB,GIN,32,16,0.001,1e-05,0.2,4,0.6,0.8
B3DB,GIN,32,16,0.001,1e-05,0.5,2,0.59,0.78
B3DB,GIN,32,16,0.001,1e-05,0.5,3,0.61,0.75
B3DB,GIN,32,16,0.001,1e-05,0.5,4,0.68,0.84
B3DB,GIN,32,32,0.001,0.0001,0.2,2,0.58,0.73
B3DB,GIN,32,32,0.001,0.0001,0.2,3,0.58,0.72
B3DB,GIN,32,32,0.001,0.0001,0.2,4,0.53,0.67
B3DB,GIN,32,32,0.001,0.0001,0.5,2,0.61,0.74
B3DB,GIN,32,32,0.001,0.0001,0.5,3,0.57,0.7
B3DB,GIN,32,32,0.001,0.0001,0.5,4,0.6,0.75
B3DB,GIN,32,32,0.001,1e-05,0.2,2,0.56,0.69
B3DB,GIN,32,32,0.001,1e-05,0.2,3,0.56,0.71
B3DB,GIN,32,32,0.001,1e-05,0.2,4,0.56,0.74
B3DB,GIN,32,32,0.001,1e-05,0.5,2,0.6,0.75
B3DB,GIN,32,32,0.001,1e-05,0.5,3,0.55,0.71
B3DB,GIN,32,32,0.001,1e-05,0.5,4,0.57,0.72
B3DB,GIN,64,16,0.001,0.0001,0.2,2,0.58,0.75
B3DB,GIN,64,16,0.001,0.0001,0.2,3,0.58,0.77
B3DB,GIN,64,16,0.001,0.0001,0.2,4,0.56,0.71
B3DB,GIN,64,16,0.001,0.0001,0.5,2,0.6,0.79
B3DB,GIN,64,16,0.001,0.0001,0.5,3,0.58,0.71
B3DB,GIN,64,16,0.001,0.0001,0.5,4,0.58,0.73
B3DB,GIN,64,16,0.001,1e-05,0.2,2,0.56,0.74
B3DB,GIN,64,16,0.001,1e-05,0.2,3,0.61,0.74
B3DB,GIN,64,16,0.001,1e-05,0.2,4,0.66,0.88
B3DB,GIN,64,16,0.001,1e-05,0.5,2,0.56,0.74
B3DB,GIN,64,16,0.001,1e-05,0.5,3,0.65,0.87
B3DB,GIN,64,16,0.001,1e-05,0.5,4,0.67,0.93
B3DB,GIN,64,32,0.001,0.0001,0.2,2,0.62,0.76
B3DB,GIN,64,32,0.001,0.0001,0.2,3,0.57,0.72
B3DB,GIN,64,32,0.001,0.0001,0.2,4,0.56,0.72
B3DB,GIN,64,32,0.001,0.0001,0.5,2,0.52,0.69
B3DB,GIN,64,32,0.001,0.0001,0.5,3,0.58,0.74
B3DB,GIN,64,32,0.001,0.0001,0.5,4,0.57,0.75
B3DB,GIN,64,32,0.001,1e-05,0.2,2,0.62,0.85
B3DB,GIN,64,32,0.001,1e-05,0.2,3,0.67,0.82
B3DB,GIN,64,32,0.001,1e-05,0.2,4,0.66,0.92
B3DB,GIN,64,32,0.001,1e-05,0.5,2,0.58,0.75
B3DB,GIN,64,32,0.001,1e-05,0.5,3,0.57,0.74
B3DB,GIN,64,32,0.001,1e-05,0.5,4,0.56,0.7
B3DB,GIN,32,16,0.0005,0.0001,0.2,2,0.55,0.72
B3DB,GIN,32,16,0.0005,0.0001,0.2,3,0.5,0.68
B3DB,GIN,32,16,0.0005,0.0001,0.2,4,0.51,0.65
B3DB,GIN,32,16,0.0005,0.0001,0.5,2,0.58,0.77
B3DB,GIN,32,16,0.0005,0.0001,0.5,3,0.61,0.75
B3DB,GIN,32,16,0.0005,0.0001,0.5,4,0.58,0.78
B3DB,GIN,32,16,0.0005,1e-05,0.2,2,0.56,0.71
B3DB,GIN,32,16,0.0005,1e-05,0.2,3,0.55,0.75
B3DB,GIN,32,16,0.0005,1e-05,0.2,4,0.63,0.78
B3DB,GIN,32,16,0.0005,1e-05,0.5,2,0.58,0.74
B3DB,GIN,32,16,0.0005,1e-05,0.5,3,0.57,0.7
B3DB,GIN,32,16,0.0005,1e-05,0.5,4,0.55,0.68
B3DB,GIN,32,32,0.0005,0.0001,0.2,2,0.56,0.75
B3DB,GIN,32,32,0.0005,0.0001,0.2,3,0.6,0.82
B3DB,GIN,32,32,0.0005,0.0001,0.2,4,0.57,0.71
B3DB,GIN,32,32,0.0005,0.0001,0.5,2,0.61,0.74
B3DB,GIN,32,32,0.0005,0.0001,0.5,3,0.6,0.73
B3DB,GIN,32,32,0.0005,0.0001,0.5,4,0.58,0.73
B3DB,GIN,32,32,0.0005,1e-05,0.2,2,0.6,0.74
B3DB,GIN,32,32,0.0005,1e-05,0.2,3,0.57,0.72
B3DB,GIN,32,32,0.0005,1e-05,0.2,4,0.65,0.8
B3DB,GIN,32,32,0.0005,1e-05,0.5,2,0.57,0.71
B3DB,GIN,32,32,0.0005,1e-05,0.5,3,0.65,0.81
B3DB,GIN,32,32,0.0005,1e-05,0.5,4,0.59,0.76
B3DB,GIN,64,16,0.0005,0.0001,0.2,2,0.57,0.74
B3DB,GIN,64,16,0.0005,0.0001,0.2,3,0.57,0.7
B3DB,GIN,64,16,0.0005,0.0001,0.2,4,0.56,0.72
B3DB,GIN,64,16,0.0005,0.0001,0.5,2,0.62,0.83
B3DB,GIN,64,16,0.0005,0.0001,0.5,3,0.52,0.68
B3DB,GIN,64,16,0.0005,0.0001,0.5,4,0.58,0.74
B3DB,GIN,64,16,0.0005,1e-05,0.2,2,0.57,0.76
B3DB,GIN,64,16,0.0005,1e-05,0.2,3,0.57,0.76
B3DB,GIN,64,16,0.0005,1e-05,0.2,4,0.6,0.8
B3DB,GIN,64,16,0.0005,1e-05,0.5,2,0.6,0.73
B3DB,GIN,64,16,0.0005,1e-05,0.5,3,0.59,0.78
B3DB,GIN,64,16,0.0005,1e-05,0.5,4,0.59,0.73
B3DB,GIN,64,32,0.0005,0.0001,0.2,2,0.59,0.73
B3DB,GIN,64,32,0.0005,0.0001,0.2,3,0.56,0.74
B3DB,GIN,64,32,0.0005,0.0001,0.2,4,0.52,0.7
B3DB,GIN,64,32,0.0005,0.0001,0.5,2,0.66,0.81
B3DB,GIN,64,32,0.0005,0.0001,0.5,3,0.66,0.89
B3DB,GIN,64,32,0.0005,0.0001,0.5,4,0.57,0.73
B3DB,GIN,64,32,0.0005,1e-05,0.2,2,0.56,0.68
B3DB,GIN,64,32,0.0005,1e-05,0.2,3,0.51,0.69
B3DB,GIN,64,32,0.0005,1e-05,0.2,4,0.57,0.72
B3DB,GIN,64,32,0.0005,1e-05,0.5,2,0.59,0.78
B3DB,GIN,64,32,0.0005,1e-05,0.5,3,0.59,0.74
B3DB,GIN,64,32,0.0005,1e-05,0.5,4,0.54,0.68
B3DB,GraphSAGE,32,16,0.001,0.0001,0.2,2,0.53,0.65
B3DB,GraphSAGE,32,16,0.001,0.0001,0.2,3,0.46,0.61
B3DB,GraphSAGE,32,16,0.001,0.0001,0.2,4,0.55,0.65
B3DB,GraphSAGE,32,16,0.001,0.0001,0.5,2,0.49,0.63
B3DB,GraphSAGE,32,16,0.001,0.0001,0.5,3,0.54,0.66
B3DB,GraphSAGE,32,16,0.001,0.0001,0.5,4,0.57,0.69
B3DB,GraphSAGE,32,16,0.001,1e-05,0.2,2,0.52,0.63
B3DB,GraphSAGE,32,16,0.001,1e-05,0.2,3,0.58,0.67
B3DB,GraphSAGE,32,16,0.001,1e-05,0.2,4,0.6,0.75
B3DB,GraphSAGE,32,16,0.001,1e-05,0.5,2,0.55,0.66
B3DB,GraphSAGE,32,16,0.001,1e-05,0.5,3,0.59,0.72
B3DB,GraphSAGE,32,16,0.001,1e-05,0.5,4,0.54,0.68
B3DB,GraphSAGE,32,32,0.001,0.0001,0.2,2,0.53,0.67
B3DB,GraphSAGE,32,32,0.001,0.0001,0.2,3,0.56,0.69
B3DB,GraphSAGE,32,32,0.001,0.0001,0.2,4,0.58,0.75
B3DB,GraphSAGE,32,32,0.001,0.0001,0.5,2,0.52,0.63
B3DB,GraphSAGE,32,32,0.001,0.0001,0.5,3,0.56,0.68
B3DB,GraphSAGE,32,32,0.001,0.0001,0.5,4,0.61,0.78
B3DB,GraphSAGE,32,32,0.001,1e-05,0.2,2,0.58,0.73
B3DB,GraphSAGE,32,32,0.001,1e-05,0.2,3,0.59,0.71
B3DB,GraphSAGE,32,32,0.001,1e-05,0.2,4,0.57,0.73
B3DB,GraphSAGE,32,32,0.001,1e-05,0.5,2,0.56,0.7
B3DB,GraphSAGE,32,32,0.001,1e-05,0.5,3,0.57,0.68
B3DB,GraphSAGE,32,32,0.001,1e-05,0.5,4,0.55,0.66
B3DB,GraphSAGE,64,16,0.001,0.0001,0.2,2,0.54,0.64
B3DB,GraphSAGE,64,16,0.001,0.0001,0.2,3,0.51,0.64
B3DB,GraphSAGE,64,16,0.001,0.0001,0.2,4,0.51,0.64
B3DB,GraphSAGE,64,16,0.001,0.0001,0.5,2,0.58,0.74
B3DB,GraphSAGE,64,16,0.001,0.0001,0.5,3,0.49,0.64
B3DB,GraphSAGE,64,16,0.001,0.0001,0.5,4,0.56,0.72
B3DB,GraphSAGE,64,16,0.001,1e-05,0.2,2,0.52,0.64
B3DB,GraphSAGE,64,16,0.001,1e-05,0.2,3,0.51,0.67
B3DB,GraphSAGE,64,16,0.001,1e-05,0.2,4,0.51,0.67
B3DB,GraphSAGE,64,16,0.001,1e-05,0.5,2,0.55,0.69
B3DB,GraphSAGE,64,16,0.001,1e-05,0.5,3,0.57,0.71
B3DB,GraphSAGE,64,16,0.001,1e-05,0.5,4,0.58,0.7
B3DB,GraphSAGE,64,32,0.001,0.0001,0.2,2,0.58,0.75
B3DB,GraphSAGE,64,32,0.001,0.0001,0.2,3,0.56,0.67
B3DB,GraphSAGE,64,32,0.001,0.0001,0.2,4,0.57,0.69
B3DB,GraphSAGE,64,32,0.001,0.0001,0.5,2,0.58,0.71
B3DB,GraphSAGE,64,32,0.001,0.0001,0.5,3,0.57,0.71
B3DB,GraphSAGE,64,32,0.001,0.0001,0.5,4,0.51,0.63
B3DB,GraphSAGE,64,32,0.001,1e-05,0.2,2,0.57,0.68
B3DB,GraphSAGE,64,32,0.001,1e-05,0.2,3,0.57,0.7
B3DB,GraphSAGE,64,32,0.001,1e-05,0.2,4,0.57,0.73
B3DB,GraphSAGE,64,32,0.001,1e-05,0.5,2,0.55,0.71
B3DB,GraphSAGE,64,32,0.001,1e-05,0.5,3,0.61,0.75
B3DB,GraphSAGE,64,32,0.001,1e-05,0.5,4,0.55,0.68
B3DB,GraphSAGE,32,16,0.0005,0.0001,0.2,2,0.57,0.71
B3DB,GraphSAGE,32,16,0.0005,0.0001,0.2,3,0.53,0.7
B3DB,GraphSAGE,32,16,0.0005,0.0001,0.2,4,0.5,0.65
B3DB,GraphSAGE,32,16,0.0005,0.0001,0.5,2,0.54,0.67
B3DB,GraphSAGE,32,16,0.0005,0.0001,0.5,3,0.56,0.65
B3DB,GraphSAGE,32,16,0.0005,0.0001,0.5,4,0.58,0.69
B3DB,GraphSAGE,32,16,0.0005,1e-05,0.2,2,0.55,0.7
B3DB,GraphSAGE,32,16,0.0005,1e-05,0.2,3,0.55,0.67
B3DB,GraphSAGE,32,16,0.0005,1e-05,0.2,4,0.58,0.74
B3DB,GraphSAGE,32,16,0.0005,1e-05,0.5,2,0.53,0.67
B3DB,GraphSAGE,32,16,0.0005,1e-05,0.5,3,0.49,0.63
B3DB,GraphSAGE,32,16,0.0005,1e-05,0.5,4,0.58,0.72
B3DB,GraphSAGE,32,32,0.0005,0.0001,0.2,2,0.57,0.72
B3DB,GraphSAGE,32,32,0.0005,0.0001,0.2,3,0.63,0.77
B3DB,GraphSAGE,32,32,0.0005,0.0001,0.2,4,0.63,0.78
B3DB,GraphSAGE,32,32,0.0005,0.0001,0.5,2,0.62,0.77
B3DB,GraphSAGE,32,32,0.0005,0.0001,0.5,3,0.6,0.73
B3DB,GraphSAGE,32,32,0.0005,0.0001,0.5,4,0.62,0.76
B3DB,GraphSAGE,32,32,0.0005,1e-05,0.2,2,0.59,0.72
B3DB,GraphSAGE,32,32,0.0005,1e-05,0.2,3,0.59,0.71
B3DB,GraphSAGE,32,32,0.0005,1e-05,0.2,4,0.64,0.81
B3DB,GraphSAGE,32,32,0.0005,1e-05,0.5,2,0.57,0.7
B3DB,GraphSAGE,32,32,0.0005,1e-05,0.5,3,0.62,0.75
B3DB,GraphSAGE,32,32,0.0005,1e-05,0.5,4,0.61,0.75
B3DB,GraphSAGE,64,16,0.0005,0.0001,0.2,2,0.52,0.66
B3DB,GraphSAGE,64,16,0.0005,0.0001,0.2,3,0.54,0.69
B3DB,GraphSAGE,64,16,0.0005,0.0001,0.2,4,0.59,0.71
B3DB,GraphSAGE,64,16,0.0005,0.0001,0.5,2,0.5,0.63
B3DB,GraphSAGE,64,16,0.0005,0.0001,0.5,3,0.54,0.64
B3DB,GraphSAGE,64,16,0.0005,0.0001,0.5,4,0.5,0.62
B3DB,GraphSAGE,64,16,0.0005,1e-05,0.2,2,0.55,0.65
B3DB,GraphSAGE,64,16,0.0005,1e-05,0.2,3,0.54,0.65
B3DB,GraphSAGE,64,16,0.0005,1e-05,0.2,4,0.49,0.63
B3DB,GraphSAGE,64,16,0.0005,1e-05,0.5,2,0.59,0.7
B3DB,GraphSAGE,64,16,0.0005,1e-05,0.5,3,0.53,0.7
B3DB,GraphSAGE,64,16,0.0005,1e-05,0.5,4,0.53,0.65
