Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
ESOL,GAT,32,32,0.001,0.0001,0.2,2,0.88,1.14
ESOL,GAT,32,32,0.001,0.0001,0.2,3,0.82,1.05
ESOL,GAT,32,32,0.001,0.0001,0.2,4,0.94,1.22
ESOL,GAT,32,32,0.001,0.0001,0.5,2,1.51,1.86
ESOL,GAT,32,32,0.001,0.0001,0.5,3,0.9,1.19
ESOL,GAT,32,32,0.001,0.0001,0.5,4,0.78,0.99
ESOL,GAT,32,32,0.001,1e-05,0.2,2,0.78,1.06
ESOL,GAT,32,32,0.001,1e-05,0.2,3,1.17,1.5
ESOL,GAT,32,32,0.001,1e-05,0.2,4,0.82,1.05
ESOL,GAT,32,32,0.001,1e-05,0.5,2,0.92,1.16
ESOL,GAT,32,32,0.001,1e-05,0.5,3,0.83,1.05
ESOL,GAT,32,32,0.001,1e-05,0.5,4,0.91,1.15
ESOL,GAT,64,16,0.001,0.0001,0.2,2,0.77,1.01
ESOL,GAT,64,16,0.001,0.0001,0.2,3,0.79,0.98
ESOL,GAT,64,16,0.001,0.0001,0.2,4,0.82,1.06
ESOL,GAT,64,16,0.001,0.0001,0.5,2,0.75,0.98
ESOL,GAT,64,16,0.001,0.0001,0.5,3,0.69,0.95
ESOL,GAT,64,16,0.001,0.0001,0.5,4,0.72,0.92
ESOL,GAT,64,16,0.001,1e-05,0.2,2,0.69,0.94
ESOL,GAT,64,16,0.001,1e-05,0.2,3,1.24,1.52
ESOL,GAT,64,16,0.001,1e-05,0.2,4,0.72,0.94
ESOL,GAT,64,16,0.001,1e-05,0.5,2,0.91,1.16
ESOL,GAT,64,16,0.001,1e-05,0.5,3,0.79,0.98
ESOL,GAT,64,16,0.001,1e-05,0.5,4,0.74,0.99
ESOL,GAT,64,32,0.001,0.0001,0.2,2,0.81,1.05
ESOL,GAT,64,32,0.001,0.0001,0.2,3,0.78,1.04
ESOL,GAT,64,32,0.001,0.0001,0.2,4,0.75,0.96
ESOL,GAT,64,32,0.001,0.0001,0.5,2,0.72,0.93
ESOL,GAT,64,32,0.001,0.0001,0.5,3,0.91,1.22
ESOL,GAT,64,32,0.001,0.0001,0.5,4,0.69,0.91
ESOL,GAT,64,32,0.001,1e-05,0.2,2,0.9,1.19
ESOL,GAT,64,32,0.001,1e-05,0.2,3,0.93,1.19
ESOL,GAT,64,32,0.001,1e-05,0.2,4,1.0,1.23
ESOL,GAT,64,32,0.001,1e-05,0.5,2,0.92,1.12
ESOL,GAT,64,32,0.001,1e-05,0.5,3,0.95,1.23
ESOL,GAT,64,32,0.001,1e-05,0.5,4,0.78,0.99
ESOL,GAT,32,16,0.0005,0.0001,0.2,2,0.89,1.15
ESOL,GAT,32,16,0.0005,0.0001,0.2,3,0.91,1.18
ESOL,GAT,32,16,0.0005,0.0001,0.2,4,0.83,1.11
ESOL,GAT,32,16,0.0005,0.0001,0.5,2,0.86,1.08
ESOL,GAT,32,16,0.0005,0.0001,0.5,3,0.75,0.98
ESOL,GAT,32,16,0.0005,0.0001,0.5,4,0.95,1.23
ESOL,GAT,32,16,0.0005,1e-05,0.2,2,0.86,1.09
ESOL,GAT,32,16,0.0005,1e-05,0.2,3,0.92,1.19
ESOL,GAT,32,16,0.0005,1e-05,0.2,4,0.77,1.01
ESOL,GAT,32,16,0.0005,1e-05,0.5,2,0.84,1.06
ESOL,GAT,32,16,0.0005,1e-05,0.5,3,0.91,1.11
ESOL,GAT,32,16,0.0005,1e-05,0.5,4,0.96,1.3
ESOL,GAT,32,32,0.0005,0.0001,0.2,2,1.09,1.4
ESOL,GAT,32,32,0.0005,0.0001,0.2,3,1.17,1.44
ESOL,GAT,32,32,0.0005,0.0001,0.2,4,0.88,1.12
ESOL,GAT,32,32,0.0005,0.0001,0.5,2,1.03,1.32
ESOL,GAT,32,32,0.0005,0.0001,0.5,3,0.85,1.1
ESOL,GAT,32,32,0.0005,0.0001,0.5,4,0.92,1.2
ESOL,GAT,32,32,0.0005,1e-05,0.2,2,0.92,1.22
ESOL,GAT,32,32,0.0005,1e-05,0.2,3,1.1,1.41
ESOL,GAT,32,32,0.0005,1e-05,0.2,4,0.89,1.1
ESOL,GAT,32,32,0.0005,1e-05,0.5,2,0.84,1.08
ESOL,GAT,32,32,0.0005,1e-05,0.5,3,0.88,1.15
ESOL,GAT,32,32,0.0005,1e-05,0.5,4,0.99,1.24
ESOL,GAT,64,16,0.0005,0.0001,0.2,2,0.85,1.11
ESOL,GAT,64,16,0.0005,0.0001,0.2,3,0.75,0.98
ESOL,GAT,64,16,0.0005,0.0001,0.2,4,0.88,1.12
ESOL,GAT,64,16,0.0005,0.0001,0.5,2,0.92,1.17
ESOL,GAT,64,16,0.0005,0.0001,0.5,3,0.76,1.0
ESOL,GAT,64,16,0.0005,0.0001,0.5,4,0.76,0.97
ESOL,GAT,64,16,0.0005,1e-05,0.2,2,0.9,1.18
ESOL,GAT,64,16,0.0005,1e-05,0.2,3,0.83,1.09
ESOL,GAT,64,16,0.0005,1e-05,0.2,4,0.76,0.99
ESOL,GAT,64,16,0.0005,1e-05,0.5,2,0.8,1.01
ESOL,GAT,64,16,0.0005,1e-05,0.5,3,0.89,1.15
ESOL,GAT,64,16,0.0005,1e-05,0.5,4,0.66,0.89
ESOL,GAT,64,32,0.0005,0.0001,0.2,2,0.89,1.19
ESOL,GAT,64,32,0.0005,0.0001,0.2,3,0.88,1.13
ESOL,GAT,64,32,0.0005,0.0001,0.2,4,0.84,1.1
ESOL,GAT,64,32,0.0005,0.0001,0.5,2,0.82,1.08
ESOL,GAT,64,32,0.0005,0.0001,0.5,3,0.81,1.06
ESOL,GAT,64,32,0.0005,0.0001,0.5,4,0.82,1.05
ESOL,GAT,64,32,0.0005,1e-05,0.2,2,0.85,1.07
ESOL,GAT,64,32,0.0005,1e-05,0.2,3,0.73,0.99
ESOL,GAT,64,32,0.0005,1e-05,0.2,4,0.82,1.04
ESOL,GAT,64,32,0.0005,1e-05,0.5,2,0.98,1.21
ESOL,GAT,64,32,0.0005,1e-05,0.5,3,0.9,1.17
ESOL,GAT,64,32,0.0005,1e-05,0.5,4,0.82,1.12
ESOL,GIN,32,16,0.001,0.0001,0.2,2,0.63,0.83
ESOL,GIN,32,16,0.001,0.0001,0.2,3,0.71,0.9
ESOL,GIN,32,16,0.001,0.0001,0.2,4,0.81,1.01
ESOL,GIN,32,16,0.001,0.0001,0.5,2,0.77,0.96
ESOL,GIN,32,16,0.001,0.0001,0.5,3,0.71,0.9
ESOL,GIN,32,16,0.001,0.0001,0.5,4,0.69,0.87
ESOL,GIN,32,16,0.001,1e-05,0.2,2,0.93,1.16
ESOL,GIN,32,16,0.001,1e-05,0.2,3,0.83,1.06
ESOL,GIN,32,16,0.001,1e-05,0.2,4,0.73,0.92
ESOL,GIN,32,16,0.001,1e-05,0.5,2,0.63,0.81
ESOL,GIN,32,16,0.001,1e-05,0.5,3,0.73,0.96
ESOL,GIN,32,16,0.001,1e-05,0.5,4,0.8,1.02
ESOL,GIN,32,32,0.001,0.0001,0.2,2,0.73,0.96
ESOL,GIN,32,32,0.001,0.0001,0.2,3,0.94,1.23
ESOL,GIN,32,32,0.001,0.0001,0.2,4,0.67,0.88
ESOL,GIN,32,32,0.001,0.0001,0.5,2,0.73,0.91
ESOL,GIN,32,32,0.001,0.0001,0.5,3,0.75,0.97
ESOL,GIN,32,32,0.001,0.0001,0.5,4,0.68,0.88
ESOL,GIN,32,32,0.001,1e-05,0.2,2,0.76,0.97
ESOL,GIN,32,32,0.001,1e-05,0.2,3,0.67,0.86
ESOL,GIN,32,32,0.001,1e-05,0.2,4,0.88,1.22
ESOL,GIN,32,32,0.001,1e-05,0.5,2,0.68,0.9
ESOL,GIN,32,32,0.001,1e-05,0.5,3,0.66,0.89
ESOL,GIN,32,32,0.001,1e-05,0.5,4,0.69,0.87
ESOL,GIN,64,16,0.001,0.0001,0.2,2,0.66,0.85
ESOL,GIN,64,16,0.001,0.0001,0.2,3,0.66,0.87
ESOL,GIN,64,16,0.001,0.0001,0.2,4,0.61,0.81
ESOL,GIN,64,16,0.001,0.0001,0.5,2,0.65,0.84
ESOL,GIN,64,16,0.001,0.0001,0.5,3,0.75,0.95
ESOL,GIN,64,16,0.001,0.0001,0.5,4,0.81,1.04
ESOL,GIN,64,16,0.001,1e-05,0.2,2,0.75,0.93
ESOL,GIN,64,16,0.001,1e-05,0.2,3,0.74,1.0
ESOL,GIN,64,16,0.001,1e-05,0.2,4,0.73,0.94
ESOL,GIN,64,16,0.001,1e-05,0.5,2,0.66,0.85
ESOL,GIN,64,16,0.001,1e-05,0.5,3,0.64,0.82
ESOL,GIN,64,16,0.001,1e-05,0.5,4,0.89,1.13
ESOL,GIN,64,32,0.001,0.0001,0.2,2,0.62,0.81
ESOL,GIN,64,32,0.001,0.0001,0.2,3,1.05,1.31
ESOL,GIN,64,32,0.001,0.0001,0.2,4,0.99,1.24
ESOL,GIN,64,32,0.001,0.0001,0.5,2,0.69,0.89
ESOL,GIN,64,32,0.001,0.0001,0.5,3,0.84,1.05
ESOL,GIN,64,32,0.001,0.0001,0.5,4,0.68,0.87
ESOL,GIN,64,32,0.001,1e-05,0.2,2,0.65,0.85
ESOL,GIN,64,32,0.001,1e-05,0.2,3,0.68,0.91
ESOL,GIN,64,32,0.001,1e-05,0.2,4,0.66,0.85
ESOL,GIN,64,32,0.001,1e-05,0.5,2,0.77,0.96
ESOL,GIN,64,32,0.001,1e-05,0.5,3,0.66,0.84
ESOL,GIN,64,32,0.001,1e-05,0.5,4,0.9,1.09
ESOL,GIN,32,16,0.0005,0.0001,0.2,2,0.9,1.12
ESOL,GIN,32,16,0.0005,0.0001,0.2,3,0.62,0.8
ESOL,GIN,32,16,0.0005,0.0001,0.2,4,0.88,1.1
ESOL,GIN,32,16,0.0005,0.0001,0.5,2,0.69,0.88
ESOL,GIN,32,16,0.0005,0.0001,0.5,3,0.67,0.89
ESOL,GIN,32,16,0.0005,0.0001,0.5,4,0.81,1.04
ESOL,GIN,32,16,0.0005,1e-05,0.2,2,1.02,1.27
ESOL,GIN,32,16,0.0005,1e-05,0.2,3,0.68,0.89
ESOL,GIN,32,16,0.0005,1e-05,0.2,4,0.69,0.89
ESOL,GIN,32,16,0.0005,1e-05,0.5,2,0.67,0.87
ESOL,GIN,32,16,0.0005,1e-05,0.5,3,0.73,0.94
ESOL,GIN,32,16,0.0005,1e-05,0.5,4,0.88,1.12
ESOL,GIN,32,32,0.0005,0.0001,0.2,2,0.66,0.87
ESOL,GIN,32,32,0.0005,0.0001,0.2,3,0.64,0.81
ESOL,GIN,32,32,0.0005,0.0001,0.2,4,0.62,0.81
ESOL,GIN,32,32,0.0005,0.0001,0.5,2,0.67,0.87
ESOL,GIN,32,32,0.0005,0.0001,0.5,3,0.74,0.96
ESOL,GIN,32,32,0.0005,0.0001,0.5,4,0.7,0.9
ESOL,GIN,32,32,0.0005,1e-05,0.2,2,0.76,0.91
ESOL,GIN,32,32,0.0005,1e-05,0.2,3,0.64,0.85
ESOL,GIN,32,32,0.0005,1e-05,0.2,4,0.66,0.87
ESOL,GIN,32,32,0.0005,1e-05,0.5,2,0.95,1.14
ESOL,GIN,32,32,0.0005,1e-05,0.5,3,0.84,1.02
ESOL,GIN,32,32,0.0005,1e-05,0.5,4,0.71,0.9
ESOL,GIN,64,16,0.0005,0.0001,0.2,2,0.7,0.9
ESOL,GIN,64,16,0.0005,0.0001,0.2,3,0.63,0.83
ESOL,GIN,64,16,0.0005,0.0001,0.2,4,0.76,0.98
ESOL,GIN,64,16,0.0005,0.0001,0.5,2,0.63,0.84
ESOL,GIN,64,16,0.0005,0.0001,0.5,3,0.92,1.15
ESOL,GIN,64,16,0.0005,0.0001,0.5,4,1.23,1.55
ESOL,GIN,64,16,0.0005,1e-05,0.2,2,0.75,0.96
ESOL,GIN,64,16,0.0005,1e-05,0.2,3,0.8,1.01
ESOL,GIN,64,16,0.0005,1e-05,0.2,4,0.67,0.85
ESOL,GIN,64,16,0.0005,1e-05,0.5,2,0.72,0.9
ESOL,GIN,64,16,0.0005,1e-05,0.5,3,0.71,0.91
ESOL,GIN,64,16,0.0005,1e-05,0.5,4,0.86,1.08
ESOL,GIN,64,32,0.0005,0.0001,0.2,2,0.77,0.96
ESOL,GIN,64,32,0.0005,0.0001,0.2,3,0.65,0.84
ESOL,GIN,64,32,0.0005,0.0001,0.2,4,0.8,0.99
ESOL,GIN,64,32,0.0005,0.0001,0.5,2,0.75,0.92
ESOL,GIN,64,32,0.0005,0.0001,0.5,3,0.66,0.88
ESOL,GIN,64,32,0.0005,0.0001,0.5,4,0.69,0.9
ESOL,GIN,64,32,0.0005,1e-05,0.2,2,0.7,0.86
ESOL,GIN,64,32,0.0005,1e-05,0.2,3,0.84,1.08
ESOL,GIN,64,32,0.0005,1e-05,0.2,4,0.72,0.89
ESOL,GIN,64,32,0.0005,1e-05,0.5,2,0.7,0.89
ESOL,GIN,64,32,0.0005,1e-05,0.5,3,0.68,0.87
ESOL,GIN,64,32,0.0005,1e-05,0.5,4,0.74,0.9
ESOL,GraphSAGE,32,16,0.001,0.0001,0.2,2,0.92,1.18
ESOL,GraphSAGE,32,16,0.001,0.0001,0.2,3,0.86,1.1
ESOL,GraphSAGE,32,16,0.001,0.0001,0.2,4,0.72,0.99
ESOL,GraphSAGE,32,16,0.001,0.0001,0.5,2,0.86,1.13
ESOL,GraphSAGE,32,16,0.001,0.0001,0.5,3,0.83,1.05
ESOL,GraphSAGE,32,16,0.001,0.0001,0.5,4,0.83,1.07
ESOL,GraphSAGE,32,16,0.001,1e-05,0.2,2,0.78,0.99
ESOL,GraphSAGE,32,16,0.001,1e-05,0.2,3,0.81,1.05
ESOL,GraphSAGE,32,16,0.001,1e-05,0.2,4,0.92,1.12
ESOL,GraphSAGE,32,16,0.001,1e-05,0.5,2,0.88,1.13
ESOL,GraphSAGE,32,16,0.001,1e-05,0.5,3,0.94,1.27
ESOL,GraphSAGE,32,16,0.001,1e-05,0.5,4,0.86,1.13
ESOL,GraphSAGE,32,32,0.001,0.0001,0.2,2,1.12,1.34
ESOL,GraphSAGE,32,32,0.001,0.0001,0.2,3,1.07,1.45
ESOL,GraphSAGE,32,32,0.001,0.0001,0.2,4,0.99,1.33
ESOL,GraphSAGE,32,32,0.001,0.0001,0.5,2,1.25,1.48
ESOL,GraphSAGE,32,32,0.001,0.0001,0.5,3,1.12,1.39
ESOL,GraphSAGE,32,32,0.001,0.0001,0.5,4,0.9,1.16
ESOL,GraphSAGE,32,32,0.001,1e-05,0.2,2,1.21,1.49
ESOL,GraphSAGE,32,32,0.001,1e-05,0.2,3,1.14,1.53
ESOL,GraphSAGE,32,32,0.001,1e-05,0.2,4,0.95,1.29
ESOL,GraphSAGE,32,32,0.001,1e-05,0.5,2,1.1,1.39
ESOL,GraphSAGE,32,32,0.001,1e-05,0.5,3,0.96,1.2
ESOL,GraphSAGE,32,32,0.001,1e-05,0.5,4,1.05,1.3
ESOL,GraphSAGE,64,16,0.001,0.0001,0.2,2,0.74,0.97
ESOL,GraphSAGE,64,16,0.001,0.0001,0.2,3,0.73,0.98
ESOL,GraphSAGE,64,16,0.001,0.0001,0.2,4,0.99,1.22
ESOL,GraphSAGE,64,16,0.001,0.0001,0.5,2,0.88,1.14
ESOL,GraphSAGE,64,16,0.001,0.0001,0.5,3,0.95,1.22
ESOL,GraphSAGE,64,16,0.001,0.0001,0.5,4,0.77,1.01
ESOL,GraphSAGE,64,16,0.001,1e-05,0.2,2,0.82,1.05
ESOL,GraphSAGE,64,16,0.001,1e-05,0.2,3,0.68,0.89
ESOL,GraphSAGE,64,16,0.001,1e-05,0.2,4,0.79,0.98
ESOL,GraphSAGE,64,16,0.001,1e-05,0.5,2,0.93,1.18
ESOL,GraphSAGE,64,16,0.001,1e-05,0.5,3,0.84,1.09
ESOL,GraphSAGE,64,16,0.001,1e-05,0.5,4,0.89,1.19
ESOL,GraphSAGE,64,32,0.001,0.0001,0.2,2,1.05,1.38
ESOL,GraphSAGE,64,32,0.001,0.0001,0.2,3,1.16,1.36
ESOL,GraphSAGE,64,32,0.001,0.0001,0.2,4,0.96,1.18
ESOL,GraphSAGE,64,32,0.001,0.0001,0.5,2,0.94,1.19
ESOL,GraphSAGE,64,32,0.001,0.0001,0.5,3,1.29,1.59
ESOL,GraphSAGE,64,32,0.001,0.0001,0.5,4,1.16,1.42
ESOL,GraphSAGE,64,32,0.001,1e-05,0.2,2,1.38,1.79
ESOL,GraphSAGE,64,32,0.001,1e-05,0.2,3,0.85,1.15
ESOL,GraphSAGE,64,32,0.001,1e-05,0.2,4,0.92,1.22
ESOL,GraphSAGE,64,32,0.001,1e-05,0.5,2,0.91,1.18
ESOL,GraphSAGE,64,32,0.001,1e-05,0.5,3,1.03,1.27
ESOL,GraphSAGE,64,32,0.001,1e-05,0.5,4,0.8,1.07
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.2,2,0.89,1.2
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.2,3,1.09,1.31
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.2,4,0.95,1.21
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.5,2,0.88,1.13
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.5,3,0.84,1.07
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.5,4,0.84,1.05
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.2,2,0.78,1.01
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.2,3,1.11,1.36
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.2,4,0.91,1.12
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.5,2,1.03,1.29
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.5,3,0.83,1.07
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.5,4,0.85,1.1
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.2,2,1.26,1.52
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.2,3,1.1,1.4
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.2,4,1.55,2.01
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.5,2,1.16,1.5
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.5,3,1.51,1.9
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.5,4,1.05,1.33
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.2,2,1.15,1.47
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.2,3,1.06,1.32
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.2,4,1.12,1.31
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.5,2,1.15,1.41
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.5,3,0.87,1.11
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.5,4,1.16,1.51
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.2,2,0.93,1.2
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.2,3,0.83,1.09
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.2,4,0.79,1.04
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.5,2,1.02,1.38
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.5,3,0.87,1.14
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.5,4,0.85,1.12
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.2,2,0.88,1.16
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.2,3,0.78,1.02
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.2,4,1.04,1.36
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.5,2,0.8,1.02
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.5,3,0.91,1.2
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.5,4,0.8,1.06
