Data,Model,h_dim,b_size,lr,w_decay,d_out,layers,MAE,RMSE
ESOL,GCN,64,16,0.0005,0.0001,0.2,3,0.8,1.04
ESOL,GCN,64,16,0.0005,0.0001,0.2,4,0.81,1.03
ESOL,GCN,64,16,0.0005,0.0001,0.5,2,0.78,1.0
ESOL,GCN,64,16,0.0005,0.0001,0.5,3,0.77,1.03
ESOL,GCN,64,16,0.0005,0.0001,0.5,4,0.79,1.02
ESOL,GCN,64,16,0.0005,1e-05,0.2,2,0.8,1.04
ESOL,GCN,64,16,0.0005,1e-05,0.2,3,0.8,1.05
ESOL,GCN,64,16,0.0005,1e-05,0.2,4,0.79,1.03
ESOL,GCN,64,16,0.0005,1e-05,0.5,2,0.8,1.06
ESOL,GCN,64,16,0.0005,1e-05,0.5,3,0.85,1.09
ESOL,GCN,64,16,0.0005,1e-05,0.5,4,0.79,1.03
ESOL,GCN,64,32,0.0005,0.0001,0.2,2,0.82,1.06
ESOL,GCN,64,32,0.0005,0.0001,0.2,3,0.78,1.04
ESOL,GCN,64,32,0.0005,0.0001,0.2,4,0.77,1.0
ESOL,GCN,64,32,0.0005,0.0001,0.5,2,0.84,1.09
ESOL,GCN,64,32,0.0005,0.0001,0.5,3,0.82,1.1
ESOL,GCN,64,32,0.0005,0.0001,0.5,4,0.82,1.06
ESOL,GCN,64,32,0.0005,1e-05,0.2,2,0.84,1.1
ESOL,GCN,64,32,0.0005,1e-05,0.2,3,0.82,1.05
ESOL,GCN,64,32,0.0005,1e-05,0.2,4,0.8,1.02
ESOL,GCN,64,32,0.0005,1e-05,0.5,2,0.8,1.06
ESOL,GCN,64,32,0.0005,1e-05,0.5,3,0.86,1.12
ESOL,GCN,64,32,0.0005,1e-05,0.5,4,0.87,1.14
ESOL,GAT,32,16,0.001,0.0001,0.2,2,0.74,0.96
ESOL,GAT,32,16,0.001,0.0001,0.2,3,0.84,1.07
ESOL,GAT,32,16,0.001,0.0001,0.2,4,0.87,1.07
ESOL,GAT,32,16,0.001,0.0001,0.5,2,0.84,1.1
ESOL,GAT,32,16,0.001,0.0001,0.5,3,0.74,1.01
ESOL,GAT,32,16,0.001,0.0001,0.5,4,0.79,1.05
ESOL,GAT,32,16,0.001,1e-05,0.2,2,0.81,1.05
ESOL,GAT,32,16,0.001,1e-05,0.2,3,0.77,1.05
ESOL,GAT,32,16,0.001,1e-05,0.2,4,0.76,0.99
ESOL,GAT,32,16,0.001,1e-05,0.5,2,0.8,1.03
ESOL,GAT,32,16,0.001,1e-05,0.5,3,0.84,1.1
ESOL,GAT,32,16,0.001,1e-05,0.5,4,0.79,1.0
ESOL,GAT,32,32,0.001,0.0001,0.2,2,0.8,1.02
ESOL,GAT,32,32,0.001,0.0001,0.2,3,0.76,1.02
ESOL,GAT,32,32,0.001,0.0001,0.2,4,0.79,0.99
ESOL,GAT,32,32,0.001,0.0001,0.5,2,0.8,1.02
ESOL,GAT,32,32,0.001,0.0001,0.5,3,0.9,1.16
ESOL,GAT,32,32,0.001,0.0001,0.5,4,0.74,0.99
ESOL,GAT,32,32,0.001,1e-05,0.2,2,0.87,1.09
ESOL,GAT,32,32,0.001,1e-05,0.2,3,0.84,1.1
ESOL,GAT,32,32,0.001,1e-05,0.2,4,0.81,1.05
ESOL,GAT,32,32,0.001,1e-05,0.5,2,0.87,1.13
ESOL,GAT,32,32,0.001,1e-05,0.5,3,0.93,1.19
ESOL,GAT,32,32,0.001,1e-05,0.5,4,0.86,1.14
ESOL,GAT,64,16,0.001,0.0001,0.2,2,0.78,1.02
ESOL,GAT,64,16,0.001,0.0001,0.2,3,0.71,0.95
ESOL,GAT,64,16,0.001,0.0001,0.2,4,0.76,1.0
ESOL,GAT,64,16,0.001,0.0001,0.5,2,0.71,0.94
ESOL,GAT,64,16,0.001,0.0001,0.5,3,0.82,1.05
ESOL,GAT,64,16,0.001,0.0001,0.5,4,0.79,1.04
ESOL,GAT,64,16,0.001,1e-05,0.2,2,0.7,0.96
ESOL,GAT,64,16,0.001,1e-05,0.2,3,0.78,1.04
ESOL,GAT,64,16,0.001,1e-05,0.2,4,0.73,0.95
ESOL,GAT,64,16,0.001,1e-05,0.5,2,0.76,1.01
ESOL,GAT,64,16,0.001,1e-05,0.5,3,0.74,1.03
ESOL,GAT,64,16,0.001,1e-05,0.5,4,0.79,1.03
ESOL,GAT,64,32,0.001,0.0001,0.2,2,0.73,0.99
ESOL,GAT,64,32,0.001,0.0001,0.2,3,0.76,0.99
ESOL,GAT,64,32,0.001,0.0001,0.2,4,0.78,0.99
ESOL,GAT,64,32,0.001,0.0001,0.5,2,0.75,1.02
ESOL,GAT,64,32,0.001,0.0001,0.5,3,0.81,1.04
ESOL,GAT,64,32,0.001,0.0001,0.5,4,0.85,1.1
ESOL,GAT,64,32,0.001,1e-05,0.2,2,0.78,1.02
ESOL,GAT,64,32,0.001,1e-05,0.2,3,0.79,1.04
ESOL,GAT,64,32,0.001,1e-05,0.2,4,0.78,1.0
ESOL,GAT,64,32,0.001,1e-05,0.5,2,0.8,1.05
ESOL,GAT,64,32,0.001,1e-05,0.5,3,0.83,1.08
ESOL,GAT,64,32,0.001,1e-05,0.5,4,0.81,1.05
ESOL,GAT,32,16,0.0005,0.0001,0.2,2,0.78,1.04
ESOL,GAT,32,16,0.0005,0.0001,0.2,3,0.76,1.03
ESOL,GAT,32,16,0.0005,0.0001,0.2,4,0.78,1.0
ESOL,GAT,32,16,0.0005,0.0001,0.5,2,0.84,1.09
ESOL,GAT,32,16,0.0005,0.0001,0.5,3,0.77,1.0
ESOL,GAT,32,16,0.0005,0.0001,0.5,4,0.87,1.14
ESOL,GAT,32,16,0.0005,1e-05,0.2,2,0.78,1.02
ESOL,GAT,32,16,0.0005,1e-05,0.2,3,0.82,1.05
ESOL,GAT,32,16,0.0005,1e-05,0.2,4,0.83,1.09
ESOL,GAT,32,16,0.0005,1e-05,0.5,2,0.9,1.14
ESOL,GAT,32,16,0.0005,1e-05,0.5,3,0.78,1.04
ESOL,GAT,32,16,0.0005,1e-05,0.5,4,0.91,1.17
ESOL,GAT,32,32,0.0005,0.0001,0.2,2,0.82,1.09
ESOL,GAT,32,32,0.0005,0.0001,0.2,3,0.84,1.08
ESOL,GAT,32,32,0.0005,0.0001,0.2,4,0.81,1.05
ESOL,GAT,32,32,0.0005,0.0001,0.5,2,0.91,1.18
ESOL,GAT,32,32,0.0005,0.0001,0.5,3,0.88,1.15
ESOL,GAT,32,32,0.0005,0.0001,0.5,4,0.92,1.2
ESOL,GAT,32,32,0.0005,1e-05,0.2,2,0.87,1.13
ESOL,GAT,32,32,0.0005,1e-05,0.2,3,0.89,1.13
ESOL,GAT,32,32,0.0005,1e-05,0.2,4,0.77,1.0
ESOL,GAT,32,32,0.0005,1e-05,0.5,2,0.9,1.12
ESOL,GAT,32,32,0.0005,1e-05,0.5,3,0.93,1.21
ESOL,GAT,32,32,0.0005,1e-05,0.5,4,0.92,1.18
ESOL,GAT,64,16,0.0005,0.0001,0.2,2,0.75,0.98
ESOL,GAT,64,16,0.0005,0.0001,0.2,3,0.78,1.03
ESOL,GAT,64,16,0.0005,0.0001,0.2,4,0.68,0.93
ESOL,GAT,64,16,0.0005,0.0001,0.5,2,0.78,1.04
ESOL,GAT,64,16,0.0005,0.0001,0.5,3,0.82,1.07
ESOL,GAT,64,16,0.0005,0.0001,0.5,4,0.77,1.03
ESOL,GAT,64,16,0.0005,1e-05,0.2,2,0.74,0.98
ESOL,GAT,64,16,0.0005,1e-05,0.2,3,0.77,1.02
ESOL,GAT,64,16,0.0005,1e-05,0.2,4,0.77,1.0
ESOL,GAT,64,16,0.0005,1e-05,0.5,2,0.81,1.09
ESOL,GAT,64,16,0.0005,1e-05,0.5,3,0.75,1.02
ESOL,GAT,64,16,0.0005,1e-05,0.5,4,0.77,1.03
ESOL,GAT,64,32,0.0005,0.0001,0.2,2,0.77,1.03
ESOL,GAT,64,32,0.0005,0.0001,0.2,3,0.83,1.09
ESOL,GAT,64,32,0.0005,0.0001,0.2,4,0.75,0.97
ESOL,GAT,64,32,0.0005,0.0001,0.5,2,0.8,1.05
ESOL,GAT,64,32,0.0005,0.0001,0.5,3,0.82,1.05
ESOL,GAT,64,32,0.0005,0.0001,0.5,4,0.81,1.08
ESOL,GAT,64,32,0.0005,1e-05,0.2,2,0.74,1.01
ESOL,GAT,64,32,0.0005,1e-05,0.2,3,0.76,1.02
ESOL,GAT,64,32,0.0005,1e-05,0.2,4,0.8,1.04
ESOL,GAT,64,32,0.0005,1e-05,0.5,2,0.8,1.04
ESOL,GAT,64,32,0.0005,1e-05,0.5,3,0.83,1.08
ESOL,GAT,64,32,0.0005,1e-05,0.5,4,0.76,1.03
ESOL,GIN,32,16,0.001,0.0001,0.2,2,0.58,0.78
ESOL,GIN,32,16,0.001,0.0001,0.2,3,0.53,0.74
ESOL,GIN,32,16,0.001,0.0001,0.2,4,0.59,0.81
ESOL,GIN,32,16,0.001,0.0001,0.5,2,0.58,0.8
ESOL,GIN,32,16,0.001,0.0001,0.5,3,0.57,0.79
ESOL,GIN,32,16,0.001,0.0001,0.5,4,0.61,0.83
ESOL,GIN,32,16,0.001,1e-05,0.2,2,0.57,0.8
ESOL,GIN,32,16,0.001,1e-05,0.2,3,0.57,0.78
ESOL,GIN,32,16,0.001,1e-05,0.2,4,0.6,0.8
ESOL,GIN,32,16,0.001,1e-05,0.5,2,0.58,0.82
ESOL,GIN,32,16,0.001,1e-05,0.5,3,0.56,0.79
ESOL,GIN,32,16,0.001,1e-05,0.5,4,0.58,0.79
ESOL,GIN,32,32,0.001,0.0001,0.2,2,0.56,0.76
ESOL,GIN,32,32,0.001,0.0001,0.2,3,0.58,0.79
ESOL,GIN,32,32,0.001,0.0001,0.2,4,0.61,0.8
ESOL,GIN,32,32,0.001,0.0001,0.5,2,0.56,0.75
ESOL,GIN,32,32,0.001,0.0001,0.5,3,0.57,0.81
ESOL,GIN,32,32,0.001,0.0001,0.5,4,0.53,0.75
ESOL,GIN,32,32,0.001,1e-05,0.2,2,0.57,0.78
ESOL,GIN,32,32,0.001,1e-05,0.2,3,0.54,0.76
ESOL,GIN,32,32,0.001,1e-05,0.2,4,0.57,0.75
ESOL,GIN,32,32,0.001,1e-05,0.5,2,0.57,0.8
ESOL,GIN,32,32,0.001,1e-05,0.5,3,0.56,0.8
ESOL,GIN,32,32,0.001,1e-05,0.5,4,0.57,0.78
ESOL,GIN,64,16,0.001,0.0001,0.2,2,0.57,0.79
ESOL,GIN,64,16,0.001,0.0001,0.2,3,0.55,0.74
ESOL,GIN,64,16,0.001,0.0001,0.2,4,0.6,0.81
ESOL,GIN,64,16,0.001,0.0001,0.5,2,0.52,0.73
ESOL,GIN,64,16,0.001,0.0001,0.5,3,0.59,0.8
ESOL,GIN,64,16,0.001,0.0001,0.5,4,0.61,0.83
ESOL,GIN,64,16,0.001,1e-05,0.2,2,0.56,0.81
ESOL,GIN,64,16,0.001,1e-05,0.2,3,0.68,0.88
ESOL,GIN,64,16,0.001,1e-05,0.2,4,0.59,0.79
ESOL,GIN,64,16,0.001,1e-05,0.5,2,0.68,0.9
ESOL,GIN,64,16,0.001,1e-05,0.5,3,0.6,0.79
ESOL,GIN,64,16,0.001,1e-05,0.5,4,0.6,0.81
ESOL,GIN,64,32,0.001,0.0001,0.2,2,0.55,0.71
ESOL,GIN,64,32,0.001,0.0001,0.2,3,0.6,0.79
ESOL,GIN,64,32,0.001,0.0001,0.2,4,0.7,0.91
ESOL,GIN,64,32,0.001,0.0001,0.5,2,0.57,0.79
ESOL,GIN,64,32,0.001,0.0001,0.5,3,0.56,0.79
ESOL,GIN,64,32,0.001,0.0001,0.5,4,0.54,0.75
ESOL,GIN,64,32,0.001,1e-05,0.2,2,0.55,0.78
ESOL,GIN,64,32,0.001,1e-05,0.2,3,0.54,0.72
ESOL,GIN,64,32,0.001,1e-05,0.2,4,0.58,0.81
ESOL,GIN,64,32,0.001,1e-05,0.5,2,0.59,0.8
ESOL,GIN,64,32,0.001,1e-05,0.5,3,0.58,0.78
ESOL,GIN,64,32,0.001,1e-05,0.5,4,0.56,0.81
ESOL,GIN,32,16,0.0005,0.0001,0.2,2,0.56,0.75
ESOL,GIN,32,16,0.0005,0.0001,0.2,3,0.63,0.86
ESOL,GIN,32,16,0.0005,0.0001,0.2,4,0.56,0.78
ESOL,GIN,32,16,0.0005,0.0001,0.5,2,0.63,0.83
ESOL,GIN,32,16,0.0005,0.0001,0.5,3,0.65,0.85
ESOL,GIN,32,16,0.0005,0.0001,0.5,4,0.55,0.74
ESOL,GIN,32,16,0.0005,1e-05,0.2,2,0.54,0.75
ESOL,GIN,32,16,0.0005,1e-05,0.2,3,0.59,0.8
ESOL,GIN,32,16,0.0005,1e-05,0.2,4,0.64,0.82
ESOL,GIN,32,16,0.0005,1e-05,0.5,2,0.6,0.79
ESOL,GIN,32,16,0.0005,1e-05,0.5,3,0.62,0.84
ESOL,GIN,32,16,0.0005,1e-05,0.5,4,0.59,0.81
ESOL,GIN,32,32,0.0005,0.0001,0.2,2,0.57,0.79
ESOL,GIN,32,32,0.0005,0.0001,0.2,3,0.59,0.76
ESOL,GIN,32,32,0.0005,0.0001,0.2,4,0.61,0.81
ESOL,GIN,32,32,0.0005,0.0001,0.5,2,0.59,0.8
ESOL,GIN,32,32,0.0005,0.0001,0.5,3,0.54,0.73
ESOL,GIN,32,32,0.0005,0.0001,0.5,4,0.57,0.75
ESOL,GIN,32,32,0.0005,1e-05,0.2,2,0.55,0.74
ESOL,GIN,32,32,0.0005,1e-05,0.2,3,0.59,0.73
ESOL,GIN,32,32,0.0005,1e-05,0.2,4,0.63,0.82
ESOL,GIN,32,32,0.0005,1e-05,0.5,2,0.58,0.77
ESOL,GIN,32,32,0.0005,1e-05,0.5,3,0.69,0.9
ESOL,GIN,32,32,0.0005,1e-05,0.5,4,0.58,0.76
ESOL,GIN,64,16,0.0005,0.0001,0.2,2,0.7,0.89
ESOL,GIN,64,16,0.0005,0.0001,0.2,3,0.57,0.75
ESOL,GIN,64,16,0.0005,0.0001,0.2,4,0.6,0.8
ESOL,GIN,64,16,0.0005,0.0001,0.5,2,0.57,0.78
ESOL,GIN,64,16,0.0005,0.0001,0.5,3,0.56,0.75
ESOL,GIN,64,16,0.0005,0.0001,0.5,4,0.61,0.8
ESOL,GIN,64,16,0.0005,1e-05,0.2,2,0.58,0.77
ESOL,GIN,64,16,0.0005,1e-05,0.2,3,0.56,0.74
ESOL,GIN,64,16,0.0005,1e-05,0.2,4,0.55,0.73
ESOL,GIN,64,16,0.0005,1e-05,0.5,2,0.56,0.74
ESOL,GIN,64,16,0.0005,1e-05,0.5,3,0.55,0.75
ESOL,GIN,64,16,0.0005,1e-05,0.5,4,0.57,0.78
ESOL,GIN,64,32,0.0005,0.0001,0.2,2,0.55,0.74
ESOL,GIN,64,32,0.0005,0.0001,0.2,3,0.54,0.74
ESOL,GIN,64,32,0.0005,0.0001,0.2,4,0.56,0.74
ESOL,GIN,64,32,0.0005,0.0001,0.5,2,0.54,0.75
ESOL,GIN,64,32,0.0005,0.0001,0.5,3,0.57,0.78
ESOL,GIN,64,32,0.0005,0.0001,0.5,4,0.51,0.72
ESOL,GIN,64,32,0.0005,1e-05,0.2,2,0.55,0.74
ESOL,GIN,64,32,0.0005,1e-05,0.2,3,0.6,0.77
ESOL,GIN,64,32,0.0005,1e-05,0.2,4,0.58,0.75
ESOL,GIN,64,32,0.0005,1e-05,0.5,2,0.59,0.78
ESOL,GIN,64,32,0.0005,1e-05,0.5,3,0.57,0.75
ESOL,GIN,64,32,0.0005,1e-05,0.5,4,0.57,0.8
ESOL,GraphSAGE,32,16,0.001,0.0001,0.2,2,0.83,1.08
ESOL,GraphSAGE,32,16,0.001,0.0001,0.2,3,0.83,1.08
ESOL,GraphSAGE,32,16,0.001,0.0001,0.2,4,0.81,1.06
ESOL,GraphSAGE,32,16,0.001,0.0001,0.5,2,0.82,1.1
ESOL,GraphSAGE,32,16,0.001,0.0001,0.5,3,0.87,1.11
ESOL,GraphSAGE,32,16,0.001,0.0001,0.5,4,0.88,1.14
ESOL,GraphSAGE,32,16,0.001,1e-05,0.2,2,0.83,1.05
ESOL,GraphSAGE,32,16,0.001,1e-05,0.2,3,0.83,1.06
ESOL,GraphSAGE,32,16,0.001,1e-05,0.2,4,0.81,1.09
ESOL,GraphSAGE,32,16,0.001,1e-05,0.5,2,0.82,1.08
ESOL,GraphSAGE,32,16,0.001,1e-05,0.5,3,0.83,1.06
ESOL,GraphSAGE,32,16,0.001,1e-05,0.5,4,0.92,1.17
ESOL,GraphSAGE,32,32,0.001,0.0001,0.2,2,0.93,1.21
ESOL,GraphSAGE,32,32,0.001,0.0001,0.2,3,0.86,1.1
ESOL,GraphSAGE,32,32,0.001,0.0001,0.2,4,0.9,1.17
ESOL,GraphSAGE,32,32,0.001,0.0001,0.5,2,0.93,1.18
ESOL,GraphSAGE,32,32,0.001,0.0001,0.5,3,0.93,1.17
ESOL,GraphSAGE,32,32,0.001,0.0001,0.5,4,0.84,1.11
ESOL,GraphSAGE,32,32,0.001,1e-05,0.2,2,0.84,1.13
ESOL,GraphSAGE,32,32,0.001,1e-05,0.2,3,0.93,1.17
ESOL,GraphSAGE,32,32,0.001,1e-05,0.2,4,0.86,1.15
ESOL,GraphSAGE,32,32,0.001,1e-05,0.5,2,0.89,1.2
ESOL,GraphSAGE,32,32,0.001,1e-05,0.5,3,0.92,1.19
ESOL,GraphSAGE,32,32,0.001,1e-05,0.5,4,0.92,1.16
ESOL,GraphSAGE,64,16,0.001,0.0001,0.2,2,0.79,1.04
ESOL,GraphSAGE,64,16,0.001,0.0001,0.2,3,0.8,1.02
ESOL,GraphSAGE,64,16,0.001,0.0001,0.2,4,0.82,1.07
ESOL,GraphSAGE,64,16,0.001,0.0001,0.5,2,0.82,1.05
ESOL,GraphSAGE,64,16,0.001,0.0001,0.5,3,0.78,1.04
ESOL,GraphSAGE,64,16,0.001,0.0001,0.5,4,0.83,1.07
ESOL,GraphSAGE,64,16,0.001,1e-05,0.2,2,0.76,1.01
ESOL,GraphSAGE,64,16,0.001,1e-05,0.2,3,0.81,1.04
ESOL,GraphSAGE,64,16,0.001,1e-05,0.2,4,0.81,1.05
ESOL,GraphSAGE,64,16,0.001,1e-05,0.5,2,0.78,1.01
ESOL,GraphSAGE,64,16,0.001,1e-05,0.5,3,0.84,1.06
ESOL,GraphSAGE,64,16,0.001,1e-05,0.5,4,0.8,1.05
ESOL,GraphSAGE,64,32,0.001,0.0001,0.2,2,0.87,1.13
ESOL,GraphSAGE,64,32,0.001,0.0001,0.2,3,0.89,1.14
ESOL,GraphSAGE,64,32,0.001,0.0001,0.2,4,0.9,1.15
ESOL,GraphSAGE,64,32,0.001,0.0001,0.5,2,0.86,1.09
ESOL,GraphSAGE,64,32,0.001,0.0001,0.5,3,0.84,1.11
ESOL,GraphSAGE,64,32,0.001,0.0001,0.5,4,0.86,1.1
ESOL,GraphSAGE,64,32,0.001,1e-05,0.2,2,0.83,1.07
ESOL,GraphSAGE,64,32,0.001,1e-05,0.2,3,0.83,1.09
ESOL,GraphSAGE,64,32,0.001,1e-05,0.2,4,0.82,1.07
ESOL,GraphSAGE,64,32,0.001,1e-05,0.5,2,0.83,1.07
ESOL,GraphSAGE,64,32,0.001,1e-05,0.5,3,0.8,1.04
ESOL,GraphSAGE,64,32,0.001,1e-05,0.5,4,0.81,1.05
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.2,2,0.87,1.17
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.2,3,0.85,1.1
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.2,4,0.79,1.07
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.5,2,0.87,1.15
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.5,3,0.84,1.12
ESOL,GraphSAGE,32,16,0.0005,0.0001,0.5,4,0.8,1.06
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.2,2,0.86,1.13
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.2,3,0.82,1.06
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.2,4,0.8,1.06
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.5,2,0.81,1.07
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.5,3,0.86,1.15
ESOL,GraphSAGE,32,16,0.0005,1e-05,0.5,4,0.86,1.13
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.2,2,1.0,1.28
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.2,3,0.91,1.14
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.2,4,0.95,1.2
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.5,2,0.93,1.2
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.5,3,0.98,1.22
ESOL,GraphSAGE,32,32,0.0005,0.0001,0.5,4,0.93,1.2
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.2,2,0.9,1.16
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.2,3,0.94,1.18
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.2,4,0.92,1.17
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.5,2,0.95,1.2
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.5,3,0.93,1.18
ESOL,GraphSAGE,32,32,0.0005,1e-05,0.5,4,0.94,1.19
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.2,2,0.85,1.1
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.2,3,0.81,1.07
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.2,4,0.83,1.09
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.5,2,0.89,1.13
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.5,3,0.84,1.12
ESOL,GraphSAGE,64,16,0.0005,0.0001,0.5,4,0.87,1.11
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.2,2,0.8,1.06
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.2,3,0.76,1.02
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.2,4,0.78,1.05
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.5,2,0.86,1.1
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.5,3,0.86,1.12
ESOL,GraphSAGE,64,16,0.0005,1e-05,0.5,4,0.85,1.1
